"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2013', 'Quantity')","('Feb 2013', 'FOB (Baht)')","('Jan - Feb 2013', 'Quantity')","('Jan - Feb 2013', 'FOB (Baht)')"
DZ,ALGERIA,168300,8823230,280500,14527348
AO,ANGOLA,36000,1472689,105600,5135158
AR,ARGENTINA,51200,2181925,102200,4468311
AU,AUSTRALIA,154500,7759623,362175,19132282
BD,BANGLADESH,162000,7121543,304500,13369235
BE,BELGIUM,1182000,53030990,2028000,90073461
BR,BRAZIL,732000,29423129,840000,33815364
KH,CAMBODIA,150000,7288129,435000,20727896
CA,CANADA,0,0,28400,1395204
CV,CAPE VERDE,36000,1488639,63000,2647475
CL,CHILE,18000,796662,18000,796662
CN,CHINA,21974795,957893332,42317305,1846531696
CO,COLOMBIA,198000,8149353,198000,8149353
CG,CONGO,36000,1499271,36000,1499271
CI,COTE D IVOIRE,503600,21366256,1061600,45071226
CY,CYPRUS,0,0,37600,1840097
DK,DENMARK,0,0,17000,735163
DJ,DJIBOUTI,0,0,54000,2296410
EC,ECUADOR,306000,12825337,306000,12825337
FJ,FIJI,5000,214139,41500,2022865
FR,FRANCE,94000,4043352,500000,22088714
GM,GAMBIA,32175,1494280,32175,1494280
DE,GERMANY,1010000,47025127,1834000,83331684
GH,GHANA,432000,18134816,1044000,44132093
GR,GREECE,35000,1467963,115000,6083665
GT,GUATEMALA,50,2067,50,2067
IN,INDIA,952500,40550253,1165500,50487892
ID,INDONESIA,3608530,157524475,8654250,375136969
IE,IRELAND,76500,3609639,244500,11385718
IL,ISRAEL,406000,17696377,1317000,57270121
IT,ITALY,13000,598862,739000,32716894
JP,JAPAN,839100,36820708,1208100,54063400
KZ,KAZAKHSTAN,0,0,34000,1580148
KR,"KOREA,REPUBLIC OF",1200,44836,1200,44836
LA,LAO PDR,137700,6656764,340325,17453134
LB,LEBANON,120000,5470159,312000,14133336
LR,LIBERIA,14200,744260,14200,744260
LT,LITHUANIA,17600,853495,17600,853495
MG,MADAGASCAR,0,0,81000,3607429
MY,MALAYSIA,1461650,65855279,2784840,124342149
MU,MAURITIUS,59400,3077731,147400,7747209
MA,MOROCCO,14200,774033,14200,774033
MZ,MOZAMBIQUE,71200,3112378,246900,11486163
NL,NETHERLANDS,68000,3197424,116000,5395836
NC,NEW CALEDONIA,31500,1406231,45000,2078447
NZ,NEW ZEALAND,35000,1556337,84200,3991734
NG,NIGERIA,128000,2660647,192000,4002042
OM,OMAN,158400,7159293,158400,7159293
PK,PAKISTAN,355500,14679009,638000,26520902
PY,PARAGUAY,36000,1511087,36000,1511087
PE,PERU,159000,6516784,443500,18551979
PH,PHILIPPINES,662500,28581104,1185500,51613636
PL,POLAND,0,0,35000,1629722
PT,PORTUGAL,36000,1573704,144000,6232136
RE,REUNION,40500,2147837,54000,2871493
RU,RUSSIAN FEDERATION,119000,5322329,238000,10472544
WS,SAMOA,14200,824752,14200,824752
SN,SENEGAL,27000,1340218,54000,2640606
SL,SIERRA LEONE,40500,1977201,40500,1977201
SI,SLOVENIA,70400,2783853,398400,17625634
ZA,SOUTH AFRICA,68200,3456833,310500,14373681
ES,SPAIN,23400,1067685,23400,1067685
LK,SRI LANKA,97400,4513352,336300,15090896
SD,SUDAN,0,0,109400,5380646
SE,SWEDEN,60000,3043624,270000,12937755
TW,"TAIWAN, PROVINCE OF CHINA",35000,1629735,70000,3188770
TZ,TANZANIA UNITED REPUBLIC OF,63600,3097998,162400,7513463
TG,TOGO,594000,25055662,594000,25055662
TR,TÜRKIYE,353400,15992313,2061900,90498613
UA,UKRAINE,456800,21037318,840400,38487439
AE,UNITED ARAB EMIRATES,363500,15891101,610700,27013351
GB,UNITED KINGDOM,337000,14856419,361000,15747324
VN,VIETNAM,1040850,44184770,1791800,76316890
YE,YEMEN,17600,788919,17600,788919
SUM,SUM,40601650,1774744640,80919720,3546579641
