"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2012', 'Quantity')","('Jul 2012', 'FOB (Baht)')","('Jan - Jul 2012', 'Quantity')","('Jan - Jul 2012', 'FOB (Baht)')"
AU,AUSTRALIA,135600,8325981,1453145,94630418
AT,AUSTRIA,0,0,1030,38200
BD,BANGLADESH,99000,5410230,1425700,76052145
CN,CHINA,9969170,513506092,63512776,3394395049
DJ,DJIBOUTI,0,0,102000,3039229
ET,ETHIOPIA,0,0,50000,1504574
FJ,FIJI,0,0,12750,688225
DE,GERMANY,5,93,2350,99570
HK,HONG KONG,264750,12970439,2050694,104447629
IN,INDIA,435750,22666315,6530100,361742548
ID,INDONESIA,1125510,49895965,10439695,496314378
JP,JAPAN,1677900,94655918,13104770,767168344
KE,KENYA,0,0,17000,447886
KR,"KOREA,REPUBLIC OF",868400,52315364,11740790,701448166
LA,LAO PDR,0,0,247650,8196135
LB,LEBANON,0,0,1500,188605
MY,MALAYSIA,4337650,183946705,22811561,1011375305
ML,MALI,0,0,16000,292764
MU,MAURITIUS,0,0,33250,1016938
MM,MYANMAR,0,0,3485,76940
NZ,NEW ZEALAND,36950,3436323,155281,14270659
PK,PAKISTAN,0,0,8800,505360
PE,PERU,0,0,288000,11706642
PH,PHILIPPINES,1082795,45032449,7067412,308030268
SA,SAUDI ARABIA,0,0,2950,367758
SG,SINGAPORE,266200,15148745,1896284,113841685
LK,SRI LANKA,0,0,48400,2922206
TW,"TAIWAN, PROVINCE OF CHINA",417800,21250192,2998684,157551278
TR,TÜRKIYE,0,0,16000,634086
GB,UNITED KINGDOM,165,51,168,4450
US,UNITED STATES,0,0,159,1260
VN,VIETNAM,112650,6664874,641113,39186501
SUM,SUM,20830295,1035225736,146679497,7672185201
