"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2020', 'Quantity')","('Sept 2020', 'FOB (Baht)')","('Jan - Sept 2020', 'Quantity')","('Jan - Sept 2020', 'FOB (Baht)')"
AO,ANGOLA,0,0,212000,4846183
AU,AUSTRALIA,0,0,225000,6968834
BD,BANGLADESH,0,0,123750,9796532
BE,BELGIUM,240000,24733483,1354460,132750779
BR,BRAZIL,300,64620,300,64620
KH,CAMBODIA,27788,3807940,223796,33829641
CN,CHINA,335060,16438588,2439685,75900465
EG,EGYPT,0,0,49350,3319612
GH,GHANA,0,0,65000,1370865
HK,HONG KONG,0,0,795,79901
IN,INDIA,363200,25678325,4356535,294904204
ID,INDONESIA,98350,7194561,1347530,100394782
JP,JAPAN,55932,4303020,262363,21014163
KR,"KOREA,REPUBLIC OF",78000,3208897,111000,5713431
LA,LAO PDR,4,1094,533,163701
MG,MADAGASCAR,0,0,990000,20852600
MY,MALAYSIA,27860,2892074,289969,29740842
MU,MAURITIUS,0,0,32750,826065
MX,MEXICO,0,0,16000,857680
MM,MYANMAR,617,92750,27818,774581
NL,NETHERLANDS,0,0,100,6808
PK,PAKISTAN,825,73642,102445,7244680
PH,PHILIPPINES,29550,2393507,203478,15399761
SA,SAUDI ARABIA,0,0,544050,33030864
SG,SINGAPORE,1000,236186,12050,2811333
ZA,SOUTH AFRICA,60500,3675415,134500,7087650
LK,SRI LANKA,0,0,48196,932688
TW,"TAIWAN, PROVINCE OF CHINA",11500,830682,275162,26842292
TG,TOGO,0,0,16250,362079
TR,TÜRKIYE,0,0,12000,656411
AE,UNITED ARAB EMIRATES,55150,2054451,205150,5448757
US,UNITED STATES,10004,392890,66104,3228072
VN,VIETNAM,11638,717466,185095,13479616
SUM,SUM,1407278,98789591,13933214,860700492
