"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2022', 'Quantity')","('Dec 2022', 'FOB (Baht)')","('Jan - Dec 2022', 'Quantity')","('Jan - Dec 2022', 'FOB (Baht)')"
CN,CHINA,3609,92881,288053,27874346
IN,INDIA,45000,7007737,855350,116372491
ID,INDONESIA,24000,3638841,422700,46011154
KR,"KOREA,REPUBLIC OF",2000,271516,11000,1400938
MY,MALAYSIA,0,0,100,23044
MX,MEXICO,0,0,123750,6973365
NZ,NEW ZEALAND,0,0,24000,2785766
NG,NIGERIA,0,0,5000,913728
PK,PAKISTAN,0,0,2000,257998
PH,PHILIPPINES,0,0,22,7600
SG,SINGAPORE,0,0,600,127452
TW,"TAIWAN, PROVINCE OF CHINA",0,0,50,3446
VN,VIETNAM,48650,1871591,324150,14736928
SUM,SUM,123259,12882566,2056775,217488256
