"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2015', 'Quantity')","('May 2015', 'FOB (Baht)')","('Jan - May 2015', 'Quantity')","('Jan - May 2015', 'FOB (Baht)')"
KH,CAMBODIA,264250,14888749,443250,22855663
CN,CHINA,0,0,14,14367
IN,INDIA,174400,4514073,520715,12604149
ID,INDONESIA,32000,1264649,76500,3889874
LA,LAO PDR,0,0,12000,120000
nan,NAMIBIA,0,0,32000,945016
NZ,NEW ZEALAND,0,0,72400,2214846
PK,PAKISTAN,16000,643040,16000,643040
SUM,SUM,486650,21310511,1172879,43286955
