"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2014', 'Quantity')","('Jun 2014', 'FOB (Baht)')","('Jan - Jun 2014', 'Quantity')","('Jan - Jun 2014', 'FOB (Baht)')"
AU,AUSTRALIA,30000,3166972,112000,12384265
BD,BANGLADESH,2000,374608,12075,1664122
BE,BELGIUM,0,0,107,3444
BR,BRAZIL,0,0,14225,1420686
CN,CHINA,114320,9535036,1614820,120108007
CI,COTE D IVOIRE,0,0,32500,975644
EG,EGYPT,775,164696,2800,528380
GH,GHANA,11000,395635,76000,2349395
HK,HONG KONG,75,26401,6275,652097
IN,INDIA,658940,51238996,2859252,231731135
ID,INDONESIA,20320,2248771,51176,7362148
IT,ITALY,0,0,100,10000
JP,JAPAN,51360,1324601,452424,34637923
KE,KENYA,0,0,16250,604337
KP,KOREA DPR,0,0,500,26098
KR,"KOREA,REPUBLIC OF",4500,555370,61426,6462903
LA,LAO PDR,0,0,170,16335
LU,LUXEMBOURG,2000,82154,2302,99017
MY,MALAYSIA,2405,372326,70090,4107250
MM,MYANMAR,0,0,40125,2008525
PH,PHILIPPINES,1344,371975,4364,1126481
SG,SINGAPORE,24775,1448032,124137,7085958
ZA,SOUTH AFRICA,0,0,17000,545844
LK,SRI LANKA,0,0,6275,722045
TW,"TAIWAN, PROVINCE OF CHINA",76615,9143011,285729,29099282
GB,UNITED KINGDOM,500,44353,8325,1788106
VN,VIETNAM,14810,657105,35818,1986157
SUM,SUM,1015739,81150042,5906265,469505584
