"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2022', 'Quantity')","('May 2022', 'FOB (Baht)')","('Jan - May 2022', 'Quantity')","('Jan - May 2022', 'FOB (Baht)')"
HK,HONG KONG,7,970,360,139251
ID,INDONESIA,1100,154848,1900,248399
MY,MALAYSIA,0,0,60,22379
PH,PHILIPPINES,54000,3533819,179075,11096940
SG,SINGAPORE,57,96225,477,654382
SUM,SUM,55164,3785862,181872,12161351
