"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2016', 'Quantity')","('Oct 2016', 'FOB (Baht)')","('Jan - Oct 2016', 'Quantity')","('Jan - Oct 2016', 'FOB (Baht)')"
AU,AUSTRALIA,15500,1258642,191500,15891123
BD,BANGLADESH,0,0,2675,256442
BR,BRAZIL,24000,1892693,24000,1892693
CN,CHINA,62104,5292727,741284,60920952
EG,EGYPT,53100,3558021,662100,35818136
FI,FINLAND,0,0,4,971
GA,GABON,0,0,49500,1446290
GH,GHANA,0,0,129250,3179616
HK,HONG KONG,0,0,6425,538359
IN,INDIA,768640,61286031,4193086,353791605
ID,INDONESIA,367856,29742807,3078768,245207558
IT,ITALY,0,0,1000,109331
JP,JAPAN,5750,539224,104377,10955556
KE,KENYA,0,0,24000,815931
KR,"KOREA,REPUBLIC OF",0,0,61595,4784946
LA,LAO PDR,0,0,400,13500
LU,LUXEMBOURG,0,0,90,4640
MG,MADAGASCAR,0,0,98275,2839336
MW,MALAWI,0,0,54000,1408111
MY,MALAYSIA,60625,3911430,861702,61881466
MV,MALDIVES,64,800,64,800
MM,MYANMAR,0,0,2000,173200
NZ,NEW ZEALAND,0,0,1000,300700
PK,PAKISTAN,0,0,28000,2335659
PH,PHILIPPINES,21800,2124359,86307,11173479
SA,SAUDI ARABIA,0,0,351500,24672444
SG,SINGAPORE,0,0,375,4748
ZA,SOUTH AFRICA,40000,2119875,215508,12638014
LK,SRI LANKA,0,0,48000,1292678
TW,"TAIWAN, PROVINCE OF CHINA",44850,4348454,351390,38272520
TR,TÜRKIYE,0,0,19,174731
AE,UNITED ARAB EMIRATES,102000,5874991,582000,37972945
US,UNITED STATES,0,0,157441,11161999
VN,VIETNAM,76625,6000358,1164767,65884329
SUM,SUM,1642914,127950412,13272402,1007814808
