"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2013', 'Quantity')","('Apr 2013', 'FOB (Baht)')","('Jan - Apr 2013', 'Quantity')","('Jan - Apr 2013', 'FOB (Baht)')"
CN,CHINA,0,0,8650,546108
FR,FRANCE,0,0,2,59
ID,INDONESIA,17000,1187881,233150,15846373
JP,JAPAN,80,6541,13130,1015397
KR,"KOREA,REPUBLIC OF",0,0,1100,91460
MY,MALAYSIA,14000,911854,154100,9989655
SG,SINGAPORE,0,0,1,102
ZA,SOUTH AFRICA,21000,1740258,21000,1740258
TW,"TAIWAN, PROVINCE OF CHINA",700,29077,1450,61271
US,UNITED STATES,0,0,4,118
VN,VIETNAM,0,0,400,69410
SUM,SUM,52780,3875611,432987,29360211
