"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2012', 'Quantity')","('Aug 2012', 'FOB (Baht)')","('Jan - Aug 2012', 'Quantity')","('Jan - Aug 2012', 'FOB (Baht)')"
AU,AUSTRALIA,5900,509267,77125,4922742
CN,CHINA,7965,609244,31445,2925302
ET,ETHIOPIA,0,0,32000,884457
HK,HONG KONG,0,0,2060,124562
IN,INDIA,17100,1931330,103765,7912472
ID,INDONESIA,180,26891,1580,184886
JP,JAPAN,0,0,20709,1839248
KR,"KOREA,REPUBLIC OF",280,35705,21500,1374369
MY,MALAYSIA,0,0,8365,531474
MM,MYANMAR,600,79152,600,79152
NZ,NEW ZEALAND,0,0,750,93239
PH,PHILIPPINES,3000,271352,181750,7781490
LK,SRI LANKA,0,0,2200,178994
TW,"TAIWAN, PROVINCE OF CHINA",525,39419,28925,988620
US,UNITED STATES,0,0,0,31
VN,VIETNAM,7620,605946,8120,639555
SUM,SUM,43170,4108306,520894,30460593
