"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2017', 'Quantity')","('Feb 2017', 'FOB (Baht)')","('Jan - Feb 2017', 'Quantity')","('Jan - Feb 2017', 'FOB (Baht)')"
AO,ANGOLA,36000,1466846,36000,1466846
AU,AUSTRALIA,786675,34851358,1599375,71256671
BD,BANGLADESH,33000,1420767,197000,9693082
BR,BRAZIL,87500,3798554,175000,7661840
BN,BRUNEI DARUSSALAM,0,0,2000,86849
KH,CAMBODIA,321600,14646185,771600,38108774
CM,CAMEROON,0,0,108000,4552529
CA,CANADA,36000,1703434,104000,5332018
CN,CHINA,10181070,460110082,21597975,984280061
CO,COLOMBIA,200,5782,200,5782
CI,COTE D IVOIRE,378000,15248894,414000,16769612
DJ,DJIBOUTI,54000,2233392,108000,4556175
SV,EL SALVADOR,0,0,200,13402
FJ,FIJI,2000,84821,20000,864429
PF,FRENCH POLYNESIA,47500,2289646,47500,2289646
DE,GERMANY,213850,11339753,313854,16057586
GH,GHANA,0,0,612000,25581104
IN,INDIA,475375,20690815,876575,39748449
ID,INDONESIA,2959366,127116645,4932366,214474061
IL,ISRAEL,1299950,57613577,1714800,79345261
JP,JAPAN,1558750,66868407,3207025,138409889
KZ,KAZAKHSTAN,71000,3095624,141000,6136346
KE,KENYA,28400,1600387,56800,3207799
KR,"KOREA,REPUBLIC OF",100,2816,23100,2774516
LA,LAO PDR,32104,1484953,115579,5726789
LR,LIBERIA,108000,4587229,108000,4587229
MG,MADAGASCAR,41000,2052021,41000,2052021
MY,MALAYSIA,1831750,80388533,2958500,130375660
MU,MAURITIUS,57750,3227259,124750,6992604
MX,MEXICO,0,0,200,14436
MZ,MOZAMBIQUE,17000,768648,34000,1550395
MM,MYANMAR,281000,12000620,511200,21873603
NL,NETHERLANDS,46000,2188884,68000,3250090
NC,NEW CALEDONIA,0,0,18000,782816
NZ,NEW ZEALAND,192500,8695945,547000,26042206
NG,NIGERIA,430000,12742813,1299000,31034558
PK,PAKISTAN,162000,6845284,324000,13855344
PG,PAPUA NEW GUINEA,42600,2483580,42600,2483580
PH,PHILIPPINES,450025,19723276,493025,21929270
PL,POLAND,70000,3165689,157500,7143475
RE,REUNION,88000,4385909,100000,5021712
SN,SENEGAL,140900,6548513,168600,8063455
SC,SEYCHELLES,9975,803460,9975,803460
SL,SIERRA LEONE,27000,1347325,27000,1347325
SG,SINGAPORE,44000,1924320,66000,2896816
ZA,SOUTH AFRICA,248000,10455793,373400,16594773
LK,SRI LANKA,239000,10911562,389000,17740204
SD,SUDAN,27000,1325594,41200,2110549
SE,SWEDEN,47925,2773760,47925,2773760
TW,"TAIWAN, PROVINCE OF CHINA",29500,1780755,125250,6261422
TZ,TANZANIA UNITED REPUBLIC OF,25500,1244980,53900,2872640
TG,TOGO,576000,23472698,828000,33982976
TR,TÜRKIYE,14200,793532,114600,6032907
AE,UNITED ARAB EMIRATES,292150,13525961,590450,26663765
VN,VIETNAM,1102650,52713634,1951450,93820368
SUM,SUM,25243865,1120550315,48787474,2179352935
