"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2023', 'Quantity')","('Feb 2023', 'FOB (Baht)')","('Jan - Feb 2023', 'Quantity')","('Jan - Feb 2023', 'FOB (Baht)')"
AR,ARGENTINA,143600,9047129,239600,16774366
AU,AUSTRALIA,1977090,74611813,3424310,129402676
BD,BANGLADESH,615750,24283251,1362000,55062014
BE,BELGIUM,280500,10559412,280500,10559412
BR,BRAZIL,229500,8415784,339640,13373655
KH,CAMBODIA,74000,2814145,202000,7998517
CL,CHILE,25500,1277011,25500,1277011
CN,CHINA,852525,33163055,4624500,157535160
EG,EGYPT,0,0,48000,1906119
FJ,FIJI,0,0,17250,662025
PF,FRENCH POLYNESIA,32000,1381855,32000,1381855
DE,GERMANY,14000,5783199,14000,5783199
HK,HONG KONG,650,135445,24650,1025820
IN,INDIA,4810025,187684125,7674750,298532687
ID,INDONESIA,3384975,172789754,6283550,319723390
JP,JAPAN,12172050,461115391,23922485,912362448
KE,KENYA,3000,126639,3000,126639
KR,"KOREA,REPUBLIC OF",29200,3376628,35200,4164696
MY,MALAYSIA,749475,30481855,1223875,50610446
MU,MAURITIUS,5000,233001,74500,3439123
MX,MEXICO,189000,7213382,213000,8068076
MM,MYANMAR,30000,1370435,128375,5622989
NL,NETHERLANDS,255799,10962104,330849,14083533
NZ,NEW ZEALAND,15000,580938,30000,1146888
NG,NIGERIA,0,0,272000,11898974
OM,OMAN,0,0,25500,1148255
PK,PAKISTAN,194625,10502459,306425,17102986
PH,PHILIPPINES,1277825,53554922,2423300,108033897
QA,QATAR,51000,2287799,76500,3452131
SA,SAUDI ARABIA,288000,12469857,456000,19891963
SG,SINGAPORE,0,0,125,8212
ZA,SOUTH AFRICA,1130150,82248047,2111300,163493473
LK,SRI LANKA,0,0,34000,1357831
TW,"TAIWAN, PROVINCE OF CHINA",145950,9636748,194575,13043786
TR,TÜRKIYE,210000,8777416,211475,8836064
AE,UNITED ARAB EMIRATES,0,0,72000,3098785
US,UNITED STATES,113975,6035665,128975,6694837
UY,URUGUAY,14000,1269284,14000,1269284
VN,VIETNAM,988097,43761621,1830722,78072937
SUM,SUM,30302261,1277950169,58710431,2458026159
