"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2014', 'Quantity')","('Oct 2014', 'FOB (Baht)')","('Jan - Oct 2014', 'Quantity')","('Jan - Oct 2014', 'FOB (Baht)')"
AU,AUSTRALIA,15000,205481,15000,205481
KH,CAMBODIA,0,0,52000,2940218
CN,CHINA,16000,1064901,49400,3347064
ID,INDONESIA,0,0,100100,6153590
JP,JAPAN,0,0,1600,93434
KR,"KOREA,REPUBLIC OF",0,0,50,1582
MM,MYANMAR,0,0,39,10000
PK,PAKISTAN,0,0,26300,2389941
PH,PHILIPPINES,5100,373999,5100,373999
ZA,SOUTH AFRICA,0,0,3000,281347
TW,"TAIWAN, PROVINCE OF CHINA",0,0,15000,1118360
US,UNITED STATES,0,0,5500,578344
SUM,SUM,36100,1644381,273089,17493360
