"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'FOB (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'FOB (Baht)')"
AT,AUSTRIA,0,0,7,348
CN,CHINA,0,0,344500,9517309
FR,FRANCE,0,0,5,326
DE,GERMANY,0,0,169,3745
HK,HONG KONG,384,23911,986,61375
IN,INDIA,115500,3542325,408050,12095993
ID,INDONESIA,0,0,9400,755938
MY,MALAYSIA,0,95,0,95
MM,MYANMAR,0,0,500,7200
PH,PHILIPPINES,0,0,18350,572339
SG,SINGAPORE,0,0,5,848
VU,VANUATU,0,0,101,31500
SUM,SUM,115884,3566331,782073,23047016
