"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2012', 'Quantity')","('Mar 2012', 'FOB (Baht)')","('Jan - Mar 2012', 'Quantity')","('Jan - Mar 2012', 'FOB (Baht)')"
DZ,ALGERIA,56800,2833723,71000,3551713
AO,ANGOLA,248225,11839280,524125,25215056
AU,AUSTRALIA,42000,2505352,156025,8910674
BD,BANGLADESH,323600,12741053,1110300,43772416
BE,BELGIUM,416000,20072546,609000,29004567
BR,BRAZIL,178000,7240720,409000,16342436
KH,CAMBODIA,180000,8699551,375000,17318135
CM,CAMEROON,18000,813228,18000,813228
CL,CHILE,0,0,66000,3025534
CN,CHINA,19199886,779951394,61213536,2416600784
CG,CONGO,36000,1384686,53000,2136495
CI,COTE D IVOIRE,36000,1648436,306000,11708944
CY,CYPRUS,0,0,20000,890805
DK,DENMARK,0,0,26000,1054132
DJ,DJIBOUTI,35000,1632672,85200,3807498
EG,EGYPT,144000,5153011,144000,5153011
FJ,FIJI,0,0,5000,213592
FI,FINLAND,96000,4225850,116000,5079406
FR,FRANCE,342000,15646377,478000,22449406
PF,FRENCH POLYNESIA,0,0,32200,1395156
GA,GABON,0,0,35600,1470748
GM,GAMBIA,0,0,18000,648118
DE,GERMANY,41975,2207714,41975,2207714
GH,GHANA,270000,9959303,845500,30729280
GR,GREECE,0,0,40000,1743572
GY,GUYANA,17500,774612,17500,774612
HK,HONG KONG,24750,1096187,74250,3233887
IN,INDIA,3600200,137285245,8176100,309138192
ID,INDONESIA,5347900,217363817,9336530,376852624
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,158400,6714908
IE,IRELAND,96000,4484318,215400,9811508
IL,ISRAEL,1074975,45892223,2106275,89768245
JP,JAPAN,991750,42312046,1724375,74553254
KE,KENYA,195700,7937330,213300,8774262
LA,LAO PDR,138050,6812110,357625,17983949
LV,LATVIA,88600,4578821,145400,7436414
LB,LEBANON,96000,4391068,288000,12695721
LR,LIBERIA,28400,1453737,28400,1453737
LY,LIBYAN ARAB JAMAHIRIYA,54000,2002850,82400,3444744
MG,MADAGASCAR,27000,1422045,67500,3531092
MY,MALAYSIA,1289250,54425104,3503905,147125831
ML,MALI,54000,2637498,54000,2637498
MU,MAURITIUS,129625,6350930,330125,16497293
YT,MAYOTTE,0,0,13500,692942
MZ,MOZAMBIQUE,139200,6719758,377000,17725113
MM,MYANMAR,75000,4578990,90000,5519928
nan,NAMIBIA,0,0,35200,1633970
NL,NETHERLANDS,21000,1103728,101000,4847806
NC,NEW CALEDONIA,45000,2234149,90700,4365456
NZ,NEW ZEALAND,34000,1484203,85000,3582714
NG,NIGERIA,35000,1517172,122500,5586728
OM,OMAN,0,0,211200,8926042
PK,PAKISTAN,261800,10878968,571175,23047761
PG,PAPUA NEW GUINEA,36000,1549530,36000,1549530
PY,PARAGUAY,216000,8485416,216000,8485416
PE,PERU,348000,13863957,1058000,42734534
PH,PHILIPPINES,230200,9689959,1019100,40524148
PT,PORTUGAL,0,0,254000,10585673
RE,REUNION,0,0,67500,3637408
RO,ROMANIA,110000,4902053,152000,6877509
RU,RUSSIAN FEDERATION,255200,12202364,356400,16860048
SL,SIERRA LEONE,90000,3219945,90000,3219945
SG,SINGAPORE,0,0,24750,1168017
SI,SLOVENIA,22000,1117506,22000,1117506
ZA,SOUTH AFRICA,148550,6370593,852050,36113904
LK,SRI LANKA,366900,16807068,701800,30761292
SD,SUDAN,102100,5073245,137300,6750247
SE,SWEDEN,20000,970471,80000,3976954
TW,"TAIWAN, PROVINCE OF CHINA",39740,1578452,150340,5752793
TZ,TANZANIA UNITED REPUBLIC OF,0,0,62200,2941748
TG,TOGO,252000,9016945,540000,19658951
TR,TÜRKIYE,925400,40051140,2392400,103783619
UA,UKRAINE,563800,25891795,793300,35969640
AE,UNITED ARAB EMIRATES,429600,18079188,1070200,44964622
VN,VIETNAM,763000,31470337,1959650,81498273
SUM,SUM,40446676,1668631769,107410211,4332530428
