"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2018', 'Quantity')","('Sept 2018', 'FOB (Baht)')","('Jan - Sept 2018', 'Quantity')","('Jan - Sept 2018', 'FOB (Baht)')"
BD,BANGLADESH,0,0,70500,2618673
BN,BRUNEI DARUSSALAM,12000,540479,34000,1488148
CN,CHINA,0,0,137425,5337913
IN,INDIA,27000,1675159,177000,10583551
ID,INDONESIA,79000,3638497,3747104,164837714
JP,JAPAN,925,54474,4482,244741
LA,LAO PDR,0,0,15000,688483
PK,PAKISTAN,0,0,2800,277980
SG,SINGAPORE,0,0,11,1106
TW,"TAIWAN, PROVINCE OF CHINA",301,3954,542,57974
TR,TÜRKIYE,1800,141165,19800,1558757
US,UNITED STATES,3700,304379,30525,2453498
VN,VIETNAM,38000,2272880,53550,3651473
SUM,SUM,162726,8630987,4292739,193800011
