"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2018', 'Quantity')","('Dec 2018', 'FOB (Baht)')","('Jan - Dec 2018', 'Quantity')","('Jan - Dec 2018', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,1000,38127
CN,CHINA,179000,4605217,10319377,242057660
CI,COTE D IVOIRE,0,0,11500,871076
IN,INDIA,0,0,500,79948
JP,JAPAN,160000,6978609,572664,26398994
KR,"KOREA,REPUBLIC OF",0,0,499,53332
LA,LAO PDR,0,0,40050,1839982
MY,MALAYSIA,3,193,6,447
MM,MYANMAR,5000,20929,5000,20929
SG,SINGAPORE,0,0,300,14772
LK,SRI LANKA,0,0,25,1128
VN,VIETNAM,0,0,3200,286360
SUM,SUM,344003,11604948,10954121,271662755
