"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2015', 'Quantity')","('Jan 2015', 'FOB (Baht)')","('Jan - Jan 2015', 'Quantity')","('Jan - Jan 2015', 'FOB (Baht)')"
AU,AUSTRALIA,461300,22179220,461300,22179220
BD,BANGLADESH,160800,6581255,160800,6581255
BR,BRAZIL,333500,14813073,333500,14813073
KH,CAMBODIA,390050,17830415,390050,17830415
CA,CANADA,20000,1099897,20000,1099897
CN,CHINA,26184495,1043646448,26184495,1043646448
CG,CONGO,18000,911015,18000,911015
CI,COTE D IVOIRE,18000,690608,18000,690608
DJ,DJIBOUTI,54000,2574354,54000,2574354
EC,ECUADOR,36000,1778929,36000,1778929
FJ,FIJI,5500,230692,5500,230692
FR,FRANCE,21975,1186837,21975,1186837
GA,GABON,72000,3325207,72000,3325207
GM,GAMBIA,13500,774036,13500,774036
DE,GERMANY,396000,19177781,396000,19177781
GH,GHANA,684000,28805732,684000,28805732
GR,GREECE,48000,2343963,48000,2343963
IN,INDIA,219375,10784654,219375,10784654
ID,INDONESIA,1143355,48680018,1143355,48680018
IL,ISRAEL,553125,27857939,553125,27857939
JP,JAPAN,1064125,44241585,1064125,44241585
KZ,KAZAKHSTAN,70000,3115084,70000,3115084
KE,KENYA,127200,5808818,127200,5808818
KR,"KOREA,REPUBLIC OF",20000,2334583,20000,2334583
LA,LAO PDR,33104,1414394,33104,1414394
MG,MADAGASCAR,67500,3017929,67500,3017929
MY,MALAYSIA,369950,16779849,369950,16779849
MU,MAURITIUS,63200,3210526,63200,3210526
MZ,MOZAMBIQUE,326900,13713210,326900,13713210
MM,MYANMAR,14200,893080,14200,893080
NC,NEW CALEDONIA,63250,3074839,63250,3074839
NZ,NEW ZEALAND,277000,12356038,277000,12356038
NG,NIGERIA,72000,3226759,72000,3226759
PK,PAKISTAN,4000,438332,4000,438332
PG,PAPUA NEW GUINEA,45000,1910193,45000,1910193
PE,PERU,25500,1387740,25500,1387740
PH,PHILIPPINES,43700,2347723,43700,2347723
RE,REUNION,44000,2152392,44000,2152392
RO,ROMANIA,24000,1184799,24000,1184799
SN,SENEGAL,13500,631180,13500,631180
SL,SIERRA LEONE,27000,1489298,27000,1489298
SG,SINGAPORE,24375,1016280,24375,1016280
ZA,SOUTH AFRICA,90000,4064305,90000,4064305
ES,SPAIN,309250,10670623,309250,10670623
TW,"TAIWAN, PROVINCE OF CHINA",44250,2306320,44250,2306320
TZ,TANZANIA UNITED REPUBLIC OF,105600,4488859,105600,4488859
TG,TOGO,540000,24169835,540000,24169835
TR,TÜRKIYE,79400,4208039,79400,4208039
AE,UNITED ARAB EMIRATES,319600,13920042,319600,13920042
UY,URUGUAY,108000,4896628,108000,4896628
VN,VIETNAM,766300,32286981,766300,32286981
SUM,SUM,36014879,1482028336,36014879,1482028336
