"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2013', 'Quantity')","('Jul 2013', 'FOB (Baht)')","('Jan - Jul 2013', 'Quantity')","('Jan - Jul 2013', 'FOB (Baht)')"
AU,AUSTRALIA,10000,767496,65640,8105332
BD,BANGLADESH,0,0,85000,2598611
CN,CHINA,266327,23830016,792467,74344107
ET,ETHIOPIA,68000,1979847,254000,7133537
GA,GABON,0,0,34000,959065
DE,GERMANY,0,0,0,1270
IN,INDIA,35200,4506196,252100,28490907
ID,INDONESIA,98525,8889855,447550,39273725
JP,JAPAN,0,0,54,3157
KR,"KOREA,REPUBLIC OF",110000,8580615,439450,32546039
MY,MALAYSIA,45050,4804503,196490,18534803
NZ,NEW ZEALAND,0,0,64500,6592522
PK,PAKISTAN,0,0,200,30695
PH,PHILIPPINES,3500,313534,19480,1899169
SG,SINGAPORE,0,0,20600,2548629
LK,SRI LANKA,0,0,2200,150084
TW,"TAIWAN, PROVINCE OF CHINA",36050,2643998,41150,3193006
AE,UNITED ARAB EMIRATES,15900,1837127,180900,18182495
US,UNITED STATES,36000,2851663,80000,6415801
VN,VIETNAM,1100,102118,118265,14150300
SUM,SUM,725652,61106968,3094046,265153254
