"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2021', 'Quantity')","('Aug 2021', 'FOB (Baht)')","('Jan - Aug 2021', 'Quantity')","('Jan - Aug 2021', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,11,201
BD,BANGLADESH,0,0,32500,809366
BN,BRUNEI DARUSSALAM,0,0,12000,566813
CN,CHINA,0,0,133200,1396719
JP,JAPAN,0,0,334,6685
MY,MALAYSIA,0,0,25,1529
PG,PAPUA NEW GUINEA,0,0,62,19636
SG,SINGAPORE,0,0,0,50
TW,"TAIWAN, PROVINCE OF CHINA",1400,101133,1425,103249
TR,TÜRKIYE,18000,1529392,84600,6560103
US,UNITED STATES,30500,2826786,91167,7608089
VN,VIETNAM,0,0,353000,19924696
SUM,SUM,49900,4457311,708324,36997136
