"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2018', 'Quantity')","('Nov 2018', 'FOB (Baht)')","('Jan - Nov 2018', 'Quantity')","('Jan - Nov 2018', 'FOB (Baht)')"
AO,ANGOLA,87500,3153007,472700,18349933
AU,AUSTRALIA,594075,25530658,11831925,490487760
BD,BANGLADESH,317000,12547865,3496250,140089948
BE,BELGIUM,0,0,416000,16100743
BR,BRAZIL,0,0,14200,697346
BN,BRUNEI DARUSSALAM,0,0,3500,147499
KH,CAMBODIA,609050,25094644,5653100,258820499
CM,CAMEROON,0,0,52500,2011420
CA,CANADA,134000,6149912,1861550,89158619
CL,CHILE,0,0,50,18785
CN,CHINA,16840320,664061926,217236766,8821086651
CG,CONGO,0,0,49000,2042560
CI,COTE D IVOIRE,84000,3140693,1994500,75904824
CU,CUBA,0,0,12000,687210
DJ,DJIBOUTI,192500,7391276,2156500,85555953
FJ,FIJI,19200,956661,974650,49825240
FI,FINLAND,0,0,119775,5456701
FR,FRANCE,0,0,352000,16988803
PF,FRENCH POLYNESIA,22500,987218,211450,9632648
GA,GABON,13500,646318,68000,3219768
DE,GERMANY,143925,6795779,2857425,136710723
GH,GHANA,0,0,2739500,105350431
HK,HONG KONG,24000,1064336,24000,1064336
IN,INDIA,321500,13998702,3994950,187928351
ID,INDONESIA,5404050,221315364,49389525,2023954996
IE,IRELAND,0,0,140000,6097441
IL,ISRAEL,1048700,47409031,13358025,589229647
JP,JAPAN,2480670,97729609,21139391,844236900
KZ,KAZAKHSTAN,34000,1344159,371500,14919699
KE,KENYA,49725,2478658,458300,23235665
KR,"KOREA,REPUBLIC OF",18000,1995440,198215,21447302
LA,LAO PDR,121000,4375613,1303847,46270008
LV,LATVIA,0,0,43500,1964642
LT,LITHUANIA,0,0,98400,4914154
MG,MADAGASCAR,12000,570314,328500,15361539
MY,MALAYSIA,4328525,173815445,35294625,1449585305
MV,MALDIVES,0,0,9500,420137
ML,MALI,0,0,162000,7693802
MU,MAURITIUS,131800,6303673,1220675,60542608
MX,MEXICO,0,0,18400,2405805
MA,MOROCCO,24000,1117375,24000,1117375
MZ,MOZAMBIQUE,18000,710966,293050,12070059
MM,MYANMAR,630200,23373867,4215250,165024262
NP,NEPAL,0,0,49500,1870977
NL,NETHERLANDS,0,0,346500,16998046
NC,NEW CALEDONIA,31000,1267035,300250,12889357
NZ,NEW ZEALAND,432500,20161397,6112910,285053799
NG,NIGERIA,901000,20583818,1476000,34582190
PK,PAKISTAN,56475,1789306,612100,26038210
PG,PAPUA NEW GUINEA,0,0,394600,19290586
PH,PHILIPPINES,373000,14989346,4121025,169082010
PL,POLAND,140000,5916861,513500,22809540
PT,PORTUGAL,0,0,150000,5938094
QA,QATAR,0,0,25500,1160794
RE,REUNION,105000,5019176,461500,22480072
RU,RUSSIAN FEDERATION,84000,3569800,2452650,107423223
WS,SAMOA,0,0,40200,2168684
SA,SAUDI ARABIA,0,0,17500,710700
SN,SENEGAL,0,0,456800,20337312
SC,SEYCHELLES,0,0,13975,1021876
SL,SIERRA LEONE,0,0,13500,654738
SG,SINGAPORE,103500,4377608,403475,16860062
SI,SLOVENIA,0,0,198000,7917693
SB,SOLOMON ISLANDS,0,0,28325,1516853
SO,SOMALIA,35200,1488556,49400,2259355
ZA,SOUTH AFRICA,465000,18115044,5124125,207607950
ES,SPAIN,0,0,49500,2023650
LK,SRI LANKA,35500,1373372,1340575,54715155
SE,SWEDEN,23900,1303929,320100,16985265
CH,SWITZERLAND,0,0,8,246
SY,SYRIAN ARAB REPUBLIC,0,0,226500,11171686
TW,"TAIWAN, PROVINCE OF CHINA",86500,4855295,633595,33551748
TG,TOGO,140000,4967687,1820000,68965768
TR,TÜRKIYE,0,0,320300,16388092
UA,UKRAINE,96200,4032505,1312675,55682972
AE,UNITED ARAB EMIRATES,246000,10551528,1926125,83369388
GB,UNITED KINGDOM,70000,2845937,105000,4312679
US,UNITED STATES,0,0,41150,1846519
VN,VIETNAM,4294975,165067284,47572705,1875557922
YE,YEMEN,17500,635138,33500,1275582
SUM,SUM,41440990,1646969131,463722062,19020346890
