"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2019', 'Quantity')","('Jun 2019', 'FOB (Baht)')","('Jan - Jun 2019', 'Quantity')","('Jan - Jun 2019', 'FOB (Baht)')"
AU,AUSTRALIA,19,14088,69,43183
BN,BRUNEI DARUSSALAM,60,5283,60,5283
KH,CAMBODIA,1326,397800,1326,397800
CN,CHINA,0,0,570021,12677079
DE,GERMANY,0,0,44,5608
IN,INDIA,128000,5000102,725000,29271634
ID,INDONESIA,385,107708,764,619544
IT,ITALY,0,0,74,10114
JP,JAPAN,0,0,196,44425
KR,"KOREA,REPUBLIC OF",0,0,277,15366
LA,LAO PDR,27258,1218029,88345,6791436
MY,MALAYSIA,0,0,0,327
MM,MYANMAR,0,0,256,106000
SG,SINGAPORE,111,15171,2222,153844
ZA,SOUTH AFRICA,0,0,52,14953
LK,SRI LANKA,0,0,9000,445445
TZ,TANZANIA UNITED REPUBLIC OF,0,0,10000,510406
SUM,SUM,157159,6758181,1407706,51112447
