"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2012', 'Quantity')","('Oct 2012', 'FOB (Baht)')","('Jan - Oct 2012', 'Quantity')","('Jan - Oct 2012', 'FOB (Baht)')"
BE,BELGIUM,0,0,52,2068
KH,CAMBODIA,15413,3089900,47765,9561800
CN,CHINA,0,0,550,52854
DE,GERMANY,0,0,1,31
GH,GHANA,0,0,9200,267386
HK,HONG KONG,0,120,2,730
IN,INDIA,50,19590,100,24682
ID,INDONESIA,0,0,2209,115823
JP,JAPAN,14550,2541774,14683,2552510
KE,KENYA,0,0,13900,880495
KR,"KOREA,REPUBLIC OF",0,0,725,13673
LA,LAO PDR,524,98760,524,98760
MY,MALAYSIA,0,0,19,249
NC,NEW CALEDONIA,0,0,1,600
NG,NIGERIA,0,0,15250,1014907
PH,PHILIPPINES,0,0,13,3120
SN,SENEGAL,0,0,45000,3023505
SG,SINGAPORE,10060,665832,54060,2670727
ZA,SOUTH AFRICA,0,0,1,153
LK,SRI LANKA,9023,675435,46684,2456432
CH,SWITZERLAND,0,0,25,833
TW,"TAIWAN, PROVINCE OF CHINA",9,862,47,4050
TZ,TANZANIA UNITED REPUBLIC OF,150,4590,150,4590
GB,UNITED KINGDOM,9,2282,9,2282
US,UNITED STATES,0,0,0,9
VN,VIETNAM,1399,826479,3399,2006479
SUM,SUM,51187,7925624,254369,24758748
