"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2022', 'Quantity')","('Sept 2022', 'FOB (Baht)')","('Jan - Sept 2022', 'Quantity')","('Jan - Sept 2022', 'FOB (Baht)')"
AR,ARGENTINA,750,55694,189000,13843144
AU,AUSTRALIA,10000,1131888,294745,24178131
BD,BANGLADESH,0,0,26300,1832827
KH,CAMBODIA,24340,1277935,50380,2852059
CN,CHINA,6709327,146282900,55906365,1033430192
FJ,FIJI,0,0,15300,988122
DE,GERMANY,25700,128268,433268,44682860
HK,HONG KONG,10000,49910,10202,82779
IN,INDIA,354880,11522162,3816938,142377170
ID,INDONESIA,108275,4991278,1278854,61781694
IT,ITALY,0,0,10,328
JP,JAPAN,23820,3062671,267537,20320514
KE,KENYA,0,0,100000,3190593
KR,"KOREA,REPUBLIC OF",272566,1363544,1837996,10073148
LA,LAO PDR,10400,509600,81622,6111507
MY,MALAYSIA,140550,8412981,1559526,62680032
MV,MALDIVES,0,0,4,200
MU,MAURITIUS,1000,179117,3000,522236
MM,MYANMAR,25,2375,32025,2108413
NP,NEPAL,0,0,10000,1495462
NZ,NEW ZEALAND,15000,381454,19325,865449
PK,PAKISTAN,0,0,26000,891856
PH,PHILIPPINES,12000,1119831,49175,5335432
SG,SINGAPORE,13000,1697424,99931,12782626
SI,SLOVENIA,161080,6981860,1315900,50819744
ZA,SOUTH AFRICA,3750,233852,115750,3547867
ES,SPAIN,0,0,27500,144725
TW,"TAIWAN, PROVINCE OF CHINA",173600,7234791,811575,37438262
TZ,TANZANIA UNITED REPUBLIC OF,0,0,84000,3036239
TR,TÜRKIYE,1100,155375,21102,3178565
AE,UNITED ARAB EMIRATES,0,0,69975,5741944
GB,UNITED KINGDOM,0,0,3325,686662
US,UNITED STATES,38702,934606,200408,6324229
VN,VIETNAM,48085,6319741,451025,44009491
SUM,SUM,8157950,204029257,69208063,1607354502
