"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2017', 'Quantity')","('May 2017', 'FOB (Baht)')","('Jan - May 2017', 'Quantity')","('Jan - May 2017', 'FOB (Baht)')"
ID,INDONESIA,9975,1206877,34975,4204861
PH,PHILIPPINES,20470,1590041,119870,7361163
SUM,SUM,30445,2796918,154845,11566024
