"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2019', 'Quantity')","('Nov 2019', 'FOB (Baht)')","('Jan - Nov 2019', 'Quantity')","('Jan - Nov 2019', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,69,43183
BN,BRUNEI DARUSSALAM,0,0,60,5283
KH,CAMBODIA,11700,351000,34046,1429440
CN,CHINA,0,0,597424,12880142
DK,DENMARK,0,0,74,10114
DE,GERMANY,0,0,44,5608
HK,HONG KONG,24,7180,24,7180
IN,INDIA,96000,3275138,1109000,43051569
ID,INDONESIA,2,3544,819,703207
IT,ITALY,0,0,74,10114
JP,JAPAN,224,30592,420,75017
KR,"KOREA,REPUBLIC OF",0,0,610,60879
LA,LAO PDR,925,80051,109812,9134273
MY,MALAYSIA,0,0,0,327
MM,MYANMAR,93,15015,349,121015
NG,NIGERIA,15000,742849,60000,2998356
NO,NORWAY,0,0,37,5057
SG,SINGAPORE,0,0,3122,209371
ZA,SOUTH AFRICA,0,0,52,14953
LK,SRI LANKA,0,0,9000,445445
TZ,TANZANIA UNITED REPUBLIC OF,0,0,10000,510406
AE,UNITED ARAB EMIRATES,0,0,37,5057
US,UNITED STATES,0,0,200,29058
VN,VIETNAM,0,0,1674,208411
SUM,SUM,123968,4505369,1936947,71963465
