"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2014', 'Quantity')","('Jul 2014', 'FOB (Baht)')","('Jan - Jul 2014', 'Quantity')","('Jan - Jul 2014', 'FOB (Baht)')"
AU,AUSTRALIA,17160,1713540,126780,12549733
BD,BANGLADESH,0,0,12000,1499213
CN,CHINA,76700,3541623,907705,58394931
GH,GHANA,0,0,16500,371250
IN,INDIA,7500,902968,382050,38556431
ID,INDONESIA,8300,747818,186375,17046342
JP,JAPAN,0,0,19960,1910981
KR,"KOREA,REPUBLIC OF",0,0,879,106798
LA,LAO PDR,0,0,7000,380662
MY,MALAYSIA,13000,938995,112325,9740969
MZ,MOZAMBIQUE,2000,151386,2000,151386
MM,MYANMAR,3000,170067,23400,860684
NZ,NEW ZEALAND,12000,1318990,45460,5375573
PK,PAKISTAN,0,0,8750,625551
PH,PHILIPPINES,10000,971912,19200,1862177
SG,SINGAPORE,0,0,1040,120872
LK,SRI LANKA,0,0,2750,203609
TW,"TAIWAN, PROVINCE OF CHINA",350,30350,25975,1916209
VN,VIETNAM,21720,2742908,50245,7004354
SUM,SUM,171730,13230557,1950394,158677725
