"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2020', 'Quantity')","('Jun 2020', 'FOB (Baht)')","('Jan - Jun 2020', 'Quantity')","('Jan - Jun 2020', 'FOB (Baht)')"
JP,JAPAN,60,18995,160,44870
VN,VIETNAM,25,6775,25,6775
SUM,SUM,85,25770,185,51645
