"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2018', 'Quantity')","('Jul 2018', 'FOB (Baht)')","('Jan - Jul 2018', 'Quantity')","('Jan - Jul 2018', 'FOB (Baht)')"
AU,AUSTRALIA,884280,41327526,6275580,291679177
BD,BANGLADESH,132000,5367118,1744700,69594084
BE,BELGIUM,0,0,1944450,102834524
BT,BHUTAN,0,0,148500,5471114
CN,CHINA,19731110,989096816,183364560,8622696453
CO,COLOMBIA,74250,3105412,74250,3105412
DJ,DJIBOUTI,66000,2781765,128000,5364839
FJ,FIJI,0,0,16500,704635
DE,GERMANY,0,0,117040,6460348
GH,GHANA,49500,2112403,49500,2112403
HK,HONG KONG,28600,1858240,343600,21381929
IN,INDIA,1705800,74352448,27544975,1156717737
ID,INDONESIA,6224390,269336539,36723380,1567404772
IR,IRAN (ISLAMIC REPUBLIC OF),36000,2539519,48000,3402884
IT,ITALY,0,0,11000,613665
JP,JAPAN,6675525,319589700,47808050,2282484080
KZ,KAZAKHSTAN,0,0,31000,1285547
KR,"KOREA,REPUBLIC OF",1415400,79567889,6903770,382077532
MY,MALAYSIA,1662550,73648552,9084907,407616000
MM,MYANMAR,0,0,453750,15753501
NP,NEPAL,0,0,371250,13865391
NZ,NEW ZEALAND,541280,25513425,3481765,163613286
NG,NIGERIA,33000,1354732,231000,9401016
PK,PAKISTAN,0,0,989725,42321057
PG,PAPUA NEW GUINEA,16000,705492,16000,705492
PH,PHILIPPINES,586750,24318832,6124625,248776161
RE,REUNION,0,0,3500,150213
RU,RUSSIAN FEDERATION,186000,7986144,359500,15190563
SG,SINGAPORE,75,18166,1192800,72254193
ZA,SOUTH AFRICA,0,0,78500,3285719
ES,SPAIN,0,0,100,17805
LK,SRI LANKA,126500,5404268,915750,38574998
TW,"TAIWAN, PROVINCE OF CHINA",685859,29685892,5198809,245659006
UA,UKRAINE,16000,679555,31500,1346180
US,UNITED STATES,68250,4057219,349500,28348310
VN,VIETNAM,547600,30402461,4959250,275907151
SUM,SUM,41492719,1994810113,347119086,16108177177
