"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2022', 'Quantity')","('Apr 2022', 'FOB (Baht)')","('Jan - Apr 2022', 'Quantity')","('Jan - Apr 2022', 'FOB (Baht)')"
AO,ANGOLA,54000,3264065,162000,8792391
AU,AUSTRALIA,953500,49668406,3743925,183142041
BD,BANGLADESH,986800,48812635,1585600,73351200
BR,BRAZIL,40500,2316370,40500,2316370
KH,CAMBODIA,306000,16612467,2624550,128693164
CM,CAMEROON,0,0,25500,1300533
CA,CANADA,214000,10785944,666000,31578723
CL,CHILE,50000,2477311,560000,27574303
CN,CHINA,6694395,302839314,37576045,1549981076
CO,COLOMBIA,102000,5413121,102000,5413121
CG,CONGO,0,0,25000,1141169
CI,COTE D IVOIRE,0,0,27000,1359367
CY,CYPRUS,0,0,23875,1100495
EC,ECUADOR,0,0,102000,5050512
FJ,FIJI,0,0,59750,3234195
FR,FRANCE,0,0,599950,31154583
PF,FRENCH POLYNESIA,41250,2002632,122250,5744900
GA,GABON,13500,718249,13500,718249
GM,GAMBIA,102000,5528560,204000,10583578
DE,GERMANY,319220,18155192,1706645,89863367
GH,GHANA,25500,1636522,153000,8587296
GR,GREECE,71875,4220055,263875,14136693
GN,GUINEA,54000,3034623,54000,3034623
IN,INDIA,530400,27335313,1661700,84692587
ID,INDONESIA,507000,25385613,1542100,71906895
IL,ISRAEL,238725,14587515,1030775,58660576
JP,JAPAN,177025,9595612,1077977,53781746
KZ,KAZAKHSTAN,0,0,140000,6034701
KE,KENYA,332500,16467004,805000,37447761
KR,"KOREA,REPUBLIC OF",57000,3613576,493500,25799193
KW,KUWAIT,0,0,24750,1092648
LA,LAO PDR,29925,1591910,172425,6651132
LV,LATVIA,148700,6043809,148700,6043809
LT,LITHUANIA,0,0,24000,1527390
MG,MADAGASCAR,0,0,116950,6279029
MY,MALAYSIA,1474725,73948114,7098675,322663377
MU,MAURITIUS,88000,5685207,472675,28292852
MX,MEXICO,0,0,363000,15763105
MZ,MOZAMBIQUE,35000,1619264,84200,4040644
MM,MYANMAR,305000,14243078,2293725,101981327
NL,NETHERLANDS,204000,13275114,403000,24660834
NC,NEW CALEDONIA,0,0,41000,1949592
NZ,NEW ZEALAND,227500,15313443,3617300,170587863
NG,NIGERIA,170000,4239694,833000,20365660
PK,PAKISTAN,0,0,426825,17273870
PG,PAPUA NEW GUINEA,42600,2618435,42600,2618435
PE,PERU,0,0,51000,2360942
PH,PHILIPPINES,290500,15159509,1435700,65195423
PL,POLAND,303000,14759461,352500,17018929
QA,QATAR,0,0,644900,27841425
RE,REUNION,11000,804082,180500,10323973
RO,ROMANIA,15000,838738,15000,838738
SN,SENEGAL,0,0,132700,6905170
SC,SEYCHELLES,0,0,9875,588730
SG,SINGAPORE,0,0,18000,1878104
SB,SOLOMON ISLANDS,0,0,14200,818510
SO,SOMALIA,14200,952051,260600,11616305
ZA,SOUTH AFRICA,76500,4589143,659100,31356154
LK,SRI LANKA,0,0,413200,18224401
SE,SWEDEN,72000,4715238,120000,7736412
TW,"TAIWAN, PROVINCE OF CHINA",15000,889338,356450,17850764
TZ,TANZANIA UNITED REPUBLIC OF,0,0,26000,1516171
TO,TONGA,14200,788550,42550,2361561
TT,TRINIDAD AND TOBAGO,204000,10015374,918000,46889722
TR,TÜRKIYE,0,0,53900,3033721
UA,UKRAINE,0,0,359800,16238783
AE,UNITED ARAB EMIRATES,0,0,359800,15408660
GB,UNITED KINGDOM,323250,15918587,818250,37252807
US,UNITED STATES,39000,2234522,53875,3106808
VN,VIETNAM,765500,40530315,3839800,179088143
SUM,SUM,16739790,825243075,84490542,3783417331
