"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2012', 'Quantity')","('Jun 2012', 'FOB (Baht)')","('Jan - Jun 2012', 'Quantity')","('Jan - Jun 2012', 'FOB (Baht)')"
ID,INDONESIA,0,0,330200,18498171
PH,PHILIPPINES,29000,2479232,175275,15056594
SUM,SUM,29000,2479232,505475,33554765
