"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'FOB (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'FOB (Baht)')"
JP,JAPAN,0,0,600,48544
MY,MALAYSIA,14000,881700,14000,881700
ZA,SOUTH AFRICA,6000,427370,8500,600972
VN,VIETNAM,0,0,5350,1352683
SUM,SUM,20000,1309070,28450,2883899
