"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2022', 'Quantity')","('Sept 2022', 'FOB (Baht)')","('Jan - Sept 2022', 'Quantity')","('Jan - Sept 2022', 'FOB (Baht)')"
CN,CHINA,162680,8235113,1293222,80142681
HK,HONG KONG,0,0,269275,11704394
IN,INDIA,0,0,600,26547
ID,INDONESIA,161200,7587115,638700,30761878
JP,JAPAN,0,0,200,7220
KR,"KOREA,REPUBLIC OF",12000,1910478,126000,18240107
LA,LAO PDR,0,0,15000,780000
PK,PAKISTAN,600,174523,73600,6637948
PH,PHILIPPINES,38000,2395505,141400,9322349
SG,SINGAPORE,0,0,5500,929085
TW,"TAIWAN, PROVINCE OF CHINA",6000,874136,29000,4087566
US,UNITED STATES,0,0,9800,594057
VN,VIETNAM,60000,3448587,450050,28365516
SUM,SUM,440480,24625457,3052347,191599348
