"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2020', 'Quantity')","('Apr 2020', 'FOB (Baht)')","('Jan - Apr 2020', 'Quantity')","('Jan - Apr 2020', 'FOB (Baht)')"
AR,ARGENTINA,0,0,176600,11248311
AU,AUSTRALIA,21000,716515,27204,1925441
BD,BANGLADESH,187000,5624852,1163000,38004445
BR,BRAZIL,69000,2485505,220500,10628644
KH,CAMBODIA,139000,4100986,845513,28025352
CA,CANADA,0,0,300,9049
CN,CHINA,7220690,144325349,19208923,308107360
CG,CONGO,500250,14439230,500250,14439230
CI,COTE D IVOIRE,0,0,42000,1260777
DJ,DJIBOUTI,153000,4891557,685000,8887823
FJ,FIJI,0,0,16000,404720
PF,FRENCH POLYNESIA,30000,904044,60000,1872963
DE,GERMANY,5000,339921,5074,341906
GH,GHANA,0,0,48750,1040273
GT,GUATEMALA,51000,1279594,51000,1279594
GN,GUINEA,500250,11979032,500250,11979032
HK,HONG KONG,25050,910386,97253,3843932
IN,INDIA,20000,927196,2697197,101098829
ID,INDONESIA,4200050,115620710,16771055,517359473
JP,JAPAN,574211,19368769,2973048,99255615
KE,KENYA,18000,174976,68000,1391830
KR,"KOREA,REPUBLIC OF",500,25062,5727,206811
LA,LAO PDR,30000,1056580,102500,3658848
MY,MALAYSIA,144600,5366275,1561901,55859920
MU,MAURITIUS,0,0,34000,1172755
MZ,MOZAMBIQUE,136000,3557118,136000,3557118
MM,MYANMAR,52250,1656500,402300,12835562
NZ,NEW ZEALAND,0,0,8000,258950
NG,NIGERIA,172500,5106712,172500,5106712
PK,PAKISTAN,468845,11733134,627395,18702120
PH,PHILIPPINES,103284,4919085,2429751,87235769
PL,POLAND,137880,2881683,528540,10849776
RO,ROMANIA,0,0,36000,2265678
SG,SINGAPORE,102500,3203642,315000,10437609
SI,SLOVENIA,161430,4711981,507640,14241269
ZA,SOUTH AFRICA,10000,610600,176275,10728415
LK,SRI LANKA,0,0,100020,7085920
CH,SWITZERLAND,0,0,27,41
TW,"TAIWAN, PROVINCE OF CHINA",2990,315591,7801,780124
TZ,TANZANIA UNITED REPUBLIC OF,78000,1530944,237250,4887439
TG,TOGO,0,0,32500,719129
TR,TÜRKIYE,0,0,50,1682
US,UNITED STATES,0,0,357702,45402010
VN,VIETNAM,901404,34729237,1905634,73498121
ZM,ZAMBIA,0,0,128000,2802564
SUM,SUM,16215684,409492766,55969430,1534698941
