"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2015', 'Quantity')","('May 2015', 'FOB (Baht)')","('Jan - May 2015', 'Quantity')","('Jan - May 2015', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,145500,7118839
BD,BANGLADESH,102000,5227914,2805000,121114778
KH,CAMBODIA,1980,167875,4620,372076
CN,CHINA,8129000,386197423,27569400,1324095584
IN,INDIA,1975000,99172831,9511025,419516700
ID,INDONESIA,384000,18737218,810475,40554789
KE,KENYA,0,0,204000,9421590
KR,"KOREA,REPUBLIC OF",0,0,200,7776
LA,LAO PDR,3,8692,89,163034
MY,MALAYSIA,5000,269273,42000,2062902
PK,PAKISTAN,102000,4407395,781000,34006625
LK,SRI LANKA,26920,1536543,289856,14660336
TW,"TAIWAN, PROVINCE OF CHINA",0,0,24000,1035269
US,UNITED STATES,12000,655900,12000,655900
VN,VIETNAM,226000,12002659,878000,44388317
SUM,SUM,10963903,528383723,43077165,2019174515
