"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2021', 'Quantity')","('Oct 2021', 'FOB (Baht)')","('Jan - Oct 2021', 'Quantity')","('Jan - Oct 2021', 'FOB (Baht)')"
AO,ANGOLA,0,0,49500,2601630
AU,AUSTRALIA,1257870,59427237,6853840,309760142
BD,BANGLADESH,128700,8181449,943875,44922693
BE,BELGIUM,0,0,406800,17546425
BR,BRAZIL,0,0,250000,9941085
KH,CAMBODIA,0,0,24750,1211810
CN,CHINA,41517066,2297267055,360569902,18219085196
CO,COLOMBIA,0,0,650000,26426521
DK,DENMARK,0,0,500,85016
DJ,DJIBOUTI,0,0,49500,1504905
EC,ECUADOR,0,0,375000,15172904
EG,EGYPT,0,0,25,2050
FJ,FIJI,32500,1382858,98000,4243601
PF,FRENCH POLYNESIA,0,0,7500,314961
DE,GERMANY,0,0,20,1455
GH,GHANA,0,0,145500,5174234
HK,HONG KONG,0,0,265320,11702364
IN,INDIA,3662100,174024608,19075125,922724726
ID,INDONESIA,6976070,321395119,62061455,2696330947
IT,ITALY,0,0,100,2653
JP,JAPAN,5822600,293648080,58703085,2728117483
KZ,KAZAKHSTAN,34000,1469112,92750,3882131
KR,"KOREA,REPUBLIC OF",269600,19196495,5657150,359067114
MY,MALAYSIA,1004100,48046275,9566780,430409550
MU,MAURITIUS,0,0,72500,2684056
MM,MYANMAR,265500,11404839,887500,36856822
NL,NETHERLANDS,8,330,21,660
NZ,NEW ZEALAND,1114130,56266559,4293635,210485473
PK,PAKISTAN,96000,5690286,681650,31368239
PE,PERU,0,0,250000,9144671
PH,PHILIPPINES,894600,39900193,9333475,387505798
PT,PORTUGAL,0,0,1284500,48045697
RE,REUNION,0,0,37250,1667088
RU,RUSSIAN FEDERATION,32500,1356059,122500,5322974
SG,SINGAPORE,48000,2881340,3103800,177923166
ZA,SOUTH AFRICA,0,0,33000,1342034
ES,SPAIN,0,0,132075,5097853
LK,SRI LANKA,51000,2143040,115250,5014794
CH,SWITZERLAND,0,0,225,15377
TW,"TAIWAN, PROVINCE OF CHINA",733800,33698143,9224376,441973224
TR,TÜRKIYE,0,0,504500,19244460
UA,UKRAINE,3000,131607,43500,2017088
US,UNITED STATES,0,0,412759,28881867
VN,VIETNAM,1041300,64007839,13363150,697145145
SUM,SUM,64984444,3441518523,569742143,27921968082
