"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2020', 'Quantity')","('Jun 2020', 'FOB (Baht)')","('Jan - Jun 2020', 'Quantity')","('Jan - Jun 2020', 'FOB (Baht)')"
AU,AUSTRALIA,484310,15493571,4528150,166213750
BD,BANGLADESH,102000,2870196,199900,7194147
BE,BELGIUM,22500,1271833,45000,2516053
KH,CAMBODIA,0,0,49500,1035200
CN,CHINA,54215964,2157282974,237330138,9402088932
DJ,DJIBOUTI,0,0,49500,1603949
FJ,FIJI,0,0,28000,884089
PF,FRENCH POLYNESIA,0,0,8000,259400
GH,GHANA,0,0,49500,1335598
HK,HONG KONG,24750,852735,206135,7772556
IN,INDIA,803000,29410828,4450300,194922883
ID,INDONESIA,6193050,195013575,34750855,1177635003
JP,JAPAN,4857950,149176628,35890050,1321942969
KR,"KOREA,REPUBLIC OF",162800,8404887,2747390,128266852
MY,MALAYSIA,746940,26690998,3632210,133605023
MM,MYANMAR,200,23947,168200,3623412
NZ,NEW ZEALAND,376210,13737549,2597280,96207139
PK,PAKISTAN,0,0,139400,5286295
PH,PHILIPPINES,1686750,48346668,5610825,167754245
PT,PORTUGAL,0,0,100000,2288031
SG,SINGAPORE,104750,3134784,1654800,80542667
LK,SRI LANKA,0,0,273000,9408907
TW,"TAIWAN, PROVINCE OF CHINA",431050,14224738,4341775,161145452
AE,UNITED ARAB EMIRATES,16500,517148,16500,517148
US,UNITED STATES,130750,9219357,350550,26789457
VN,VIETNAM,608400,23104469,3592225,156831864
SUM,SUM,70967874,2698776885,342809183,13257671021
