"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2015', 'Quantity')","('Jun 2015', 'FOB (Baht)')","('Jan - Jun 2015', 'Quantity')","('Jan - Jun 2015', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,5000,437529
CN,CHINA,240944,18328255,1205529,66434315
IN,INDIA,0,0,91880,5021467
ID,INDONESIA,0,0,44700,3906774
JP,JAPAN,0,0,30425,2118631
KE,KENYA,10000,328907,23000,751788
MY,MALAYSIA,77,8904,18752,1693118
MM,MYANMAR,0,0,3350,206038
NZ,NEW ZEALAND,0,0,20625,1469970
PK,PAKISTAN,0,0,16000,612174
SG,SINGAPORE,0,0,6000,416548
LK,SRI LANKA,0,0,11,32
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1775,243021
VN,VIETNAM,0,0,12300,1034251
SUM,SUM,251021,18666066,1479347,84345656
