"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2020', 'Quantity')","('May 2020', 'FOB (Baht)')","('Jan - May 2020', 'Quantity')","('Jan - May 2020', 'FOB (Baht)')"
CN,CHINA,0,0,1500,103321
IN,INDIA,0,0,1300,55794
ID,INDONESIA,0,0,4325,506762
JP,JAPAN,0,0,7950,682141
PH,PHILIPPINES,58850,3038266,138325,7110474
SUM,SUM,58850,3038266,153400,8458492
