"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2020', 'Quantity')","('May 2020', 'FOB (Baht)')","('Jan - May 2020', 'Quantity')","('Jan - May 2020', 'FOB (Baht)')"
AU,AUSTRALIA,1160025,34146962,3990700,122813258
BH,BAHRAIN,0,0,49500,1404459
BD,BANGLADESH,139000,4122169,1276000,37189363
BR,BRAZIL,0,0,750,30642
KH,CAMBODIA,878750,26675120,3629825,114627403
CA,CANADA,24000,788888,558275,18500812
CN,CHINA,36313415,894614618,96107665,2542378666
CG,CONGO,0,0,210000,5386999
CI,COTE D IVOIRE,0,0,42000,1246489
CZ,CZECH REPUBLIC,23950,1004236,23950,1004236
DJ,DJIBOUTI,70000,1911796,1353300,36498842
FJ,FIJI,17200,662111,147275,4927747
FI,FINLAND,72000,2184411,72000,2184411
FR,FRANCE,0,0,275975,9278716
PF,FRENCH POLYNESIA,48475,1542118,141975,4508690
GA,GABON,17500,434243,58500,1832646
DE,GERMANY,440750,16865073,1452125,55930666
GH,GHANA,0,0,50600,2211926
GR,GREECE,47450,1702909,110450,4179173
IN,INDIA,127000,5220531,1666400,55983502
ID,INDONESIA,4052500,94088321,22964325,587800887
IL,ISRAEL,253925,8117049,1978400,62990876
JP,JAPAN,1600500,42396120,9474824,268317397
KZ,KAZAKHSTAN,140000,3554216,174000,4402527
KE,KENYA,65200,2240466,710200,19659355
KR,"KOREA,REPUBLIC OF",41000,2754762,142000,11903672
LA,LAO PDR,113775,3256795,543275,15316425
LV,LATVIA,25500,785108,51000,1589259
LT,LITHUANIA,0,0,50650,1834556
MG,MADAGASCAR,28000,807127,119000,3989444
MY,MALAYSIA,1849250,44399201,9465975,252348314
MU,MAURITIUS,10000,286338,300500,11919611
MX,MEXICO,4000,543778,15300,1965348
MZ,MOZAMBIQUE,14200,541200,67200,1946126
MM,MYANMAR,397800,13965645,2647475,80369048
nan,NAMIBIA,0,0,200,5589
NL,NETHERLANDS,22000,922052,356175,14322142
NC,NEW CALEDONIA,14000,383487,144500,4496569
NZ,NEW ZEALAND,470000,14732185,2724425,88429456
NG,NIGERIA,0,0,1020000,21851480
OM,OMAN,0,0,24750,744832
PK,PAKISTAN,7200,551923,54900,2132194
PG,PAPUA NEW GUINEA,14200,585736,33150,1317663
PH,PHILIPPINES,491000,12689736,3514625,95552027
PL,POLAND,74250,2319718,382250,11756526
QA,QATAR,35000,1071508,245000,6938165
RE,REUNION,0,0,132000,4945910
RO,ROMANIA,0,0,90000,3148011
RU,RUSSIAN FEDERATION,50975,1383315,877075,25438774
WS,SAMOA,0,0,14200,581817
SA,SAUDI ARABIA,0,0,17500,550041
SN,SENEGAL,42600,1888593,306625,12496411
SG,SINGAPORE,24000,2233441,280750,13612668
SB,SOLOMON ISLANDS,0,0,13925,581763
SO,SOMALIA,0,0,119800,3848401
ZA,SOUTH AFRICA,0,0,603600,17657098
LK,SRI LANKA,0,0,215300,6647757
SE,SWEDEN,0,0,95800,3927638
TW,"TAIWAN, PROVINCE OF CHINA",12000,1299022,423500,15336459
TL,TIMOR-LESTE,0,0,5000,218720
TG,TOGO,108000,2714701,108000,2714701
TR,TÜRKIYE,0,0,67550,2979936
UA,UKRAINE,103500,2984143,821000,25791944
AE,UNITED ARAB EMIRATES,385300,9833019,1435700,40334459
GB,UNITED KINGDOM,0,0,693000,19543681
VN,VIETNAM,6092375,158864295,27820675,768218832
YE,YEMEN,7000,160162,130750,3664318
SUM,SUM,55928565,1424228347,202693114,5568257473
