"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2020', 'Quantity')","('Feb 2020', 'FOB (Baht)')","('Jan - Feb 2020', 'Quantity')","('Jan - Feb 2020', 'FOB (Baht)')"
HK,HONG KONG,800,52656,4175,223124
ID,INDONESIA,26000,3339188,40500,5120858
KR,"KOREA,REPUBLIC OF",24500,2331172,29500,3100529
LA,LAO PDR,13000,412000,13000,412000
MY,MALAYSIA,1000,113414,1000,113414
PK,PAKISTAN,80550,6030185,196750,14801243
PH,PHILIPPINES,21525,941808,43800,2057274
US,UNITED STATES,0,0,9600,445195
VN,VIETNAM,32000,1693749,62000,3208657
SUM,SUM,199375,14914172,400325,29482294
