"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2023', 'Quantity')","('Mar 2023', 'FOB (Baht)')","('Jan - Mar 2023', 'Quantity')","('Jan - Mar 2023', 'FOB (Baht)')"
AU,AUSTRALIA,1400,71604,2100,107108
CN,CHINA,0,0,1033550,29867812
DO,DOMINICAN REPUBLIC,23100,1108675,23100,1108675
IN,INDIA,200,16860,200,16860
JP,JAPAN,0,0,700,33033
MY,MALAYSIA,0,0,300,23131
MM,MYANMAR,66225,2372572,291225,8861809
NL,NETHERLANDS,0,0,1200,55172
PH,PHILIPPINES,0,0,108300,3987655
TW,"TAIWAN, PROVINCE OF CHINA",1000,34097,1000,34097
AE,UNITED ARAB EMIRATES,375,14928,375,14928
VN,VIETNAM,1250,70617,1250,70617
SUM,SUM,93550,3689353,1463300,44180897
