"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2013', 'Quantity')","('Apr 2013', 'FOB (Baht)')","('Jan - Apr 2013', 'Quantity')","('Jan - Apr 2013', 'FOB (Baht)')"
HK,HONG KONG,1000,60538,1000,60538
IN,INDIA,0,0,13000,819543
ID,INDONESIA,447000,18677142,1438100,61318373
JP,JAPAN,0,0,10700,676488
KR,"KOREA,REPUBLIC OF",0,0,50,6625
MY,MALAYSIA,20000,1515056,75600,5816114
PK,PAKISTAN,0,0,4000,256574
TW,"TAIWAN, PROVINCE OF CHINA",99,726,99,726
US,UNITED STATES,0,0,1005,133875
SUM,SUM,468099,20253462,1543554,69088856
