"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2018', 'Quantity')","('Sept 2018', 'FOB (Baht)')","('Jan - Sept 2018', 'Quantity')","('Jan - Sept 2018', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,99000,9234573
CN,CHINA,343720,10654708,1521990,60817901
CI,COTE D IVOIRE,0,0,178500,6565569
HK,HONG KONG,0,0,200000,8161810
IN,INDIA,38000,2324240,58200,3110948
ID,INDONESIA,148700,6599630,781125,35459594
JP,JAPAN,0,0,61700,3206973
KR,"KOREA,REPUBLIC OF",0,0,12000,1297860
MX,MEXICO,0,0,105000,4795738
PK,PAKISTAN,0,0,375,61368
TW,"TAIWAN, PROVINCE OF CHINA",0,0,200,32000
TR,TÜRKIYE,0,0,51,497
VN,VIETNAM,54500,2383167,495200,20430106
SUM,SUM,584920,21961745,3513341,153174937
