"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2014', 'Quantity')","('Mar 2014', 'FOB (Baht)')","('Jan - Mar 2014', 'Quantity')","('Jan - Mar 2014', 'FOB (Baht)')"
AR,ARGENTINA,88500,6644617,309500,23330237
AU,AUSTRALIA,2300,398812,2300,398812
BR,BRAZIL,100,10577,100,10577
CN,CHINA,200,19348,3275,206192
IN,INDIA,0,0,5000,457665
ID,INDONESIA,36500,2298094,114900,7589494
JP,JAPAN,2600,153124,24694,2194420
PK,PAKISTAN,0,0,2500,290059
SG,SINGAPORE,0,0,2000,311546
TW,"TAIWAN, PROVINCE OF CHINA",0,0,238,82584
VN,VIETNAM,60000,3918311,163025,11085629
SUM,SUM,190200,13442883,627532,45957215
