"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2016', 'Quantity')","('Sept 2016', 'FOB (Baht)')","('Jan - Sept 2016', 'Quantity')","('Jan - Sept 2016', 'FOB (Baht)')"
AO,ANGOLA,0,0,191050,8955186
AR,ARGENTINA,0,0,108000,4127127
AU,AUSTRALIA,1039675,46976118,6450050,284649103
BH,BAHRAIN,24000,1094471,196800,8785857
BD,BANGLADESH,249000,11695229,3020500,139973855
BE,BELGIUM,201000,8793341,1726000,75595862
BR,BRAZIL,54000,2114419,108000,4313315
BN,BRUNEI DARUSSALAM,0,0,7000,293900
KH,CAMBODIA,271000,12659051,3830275,187980687
CM,CAMEROON,0,0,486000,19038999
CA,CANADA,110000,5996561,679500,36535051
CV,CAPE VERDE,27000,1340246,54000,2621871
CL,CHILE,234000,9413071,436500,18394739
CN,CHINA,5053330,237620133,57056835,2535583524
CO,COLOMBIA,216000,8838542,234000,9656656
CG,CONGO,0,0,41975,2396641
CI,COTE D IVOIRE,360000,14104035,1548050,60366746
DK,DENMARK,0,0,34000,1456030
DJ,DJIBOUTI,144000,6051213,864000,36850876
EC,ECUADOR,234000,9453218,269000,10964763
EG,EGYPT,0,0,46500,2039700
FJ,FIJI,73575,3773834,364075,18880404
FI,FINLAND,0,0,1375,62847
FR,FRANCE,0,0,429000,21898058
PF,FRENCH POLYNESIA,49500,2208363,125900,6203282
GA,GABON,18000,671326,170600,7014010
GM,GAMBIA,0,0,67800,3114894
DE,GERMANY,346975,17726273,3276550,168397144
GH,GHANA,414000,16254133,3773100,148189675
GR,GREECE,0,0,192750,9699128
GN,GUINEA,112600,6711018,126600,7537733
HK,HONG KONG,350,22797,17450,788554
IN,INDIA,395000,17587719,3472325,164344739
ID,INDONESIA,2812000,118712217,33331805,1420714830
IL,ISRAEL,1404625,62961744,7761475,367519676
JP,JAPAN,2233125,92128309,17322625,713620988
KZ,KAZAKHSTAN,53000,2226410,503000,21645810
KE,KENYA,0,0,1050625,51852197
KR,"KOREA,REPUBLIC OF",50000,5687578,266400,31874608
LA,LAO PDR,58000,2521043,334077,14446763
LV,LATVIA,27000,1322148,79325,3914722
LY,LIBYAN ARAB JAMAHIRIYA,12000,738886,12000,738886
MG,MADAGASCAR,13500,680796,149800,7873324
MY,MALAYSIA,1924750,83488058,9784200,420012919
MV,MALDIVES,0,0,14000,605373
ML,MALI,54000,2710054,162000,8081260
MU,MAURITIUS,98050,5343041,736425,38719210
YT,MAYOTTE,13500,706912,13500,706912
MZ,MOZAMBIQUE,0,0,927800,39256677
MM,MYANMAR,192350,8554329,1860100,80504587
NL,NETHERLANDS,0,0,224000,11676155
NC,NEW CALEDONIA,27475,1498022,206950,10095167
NZ,NEW ZEALAND,571200,26982722,2969700,130783713
NG,NIGERIA,529400,19411876,1803000,47670075
OM,OMAN,316800,13956159,686400,30407903
PK,PAKISTAN,15000,1250383,202300,11918396
PG,PAPUA NEW GUINEA,0,0,276000,12701264
PE,PERU,72000,2888798,414000,17133092
PH,PHILIPPINES,254500,11201092,2693200,119460379
PL,POLAND,52500,2364834,490000,22484532
PT,PORTUGAL,50000,2131194,114500,5123784
QA,QATAR,26000,1605657,139575,8335025
RE,REUNION,24500,1261734,301000,15210926
RO,ROMANIA,0,0,49000,2239525
RU,RUSSIAN FEDERATION,224600,9494965,2703725,117171837
SN,SENEGAL,126000,5512573,461225,22567032
SC,SEYCHELLES,0,0,10000,780714
SL,SIERRA LEONE,0,0,324000,14826414
SG,SINGAPORE,149125,6396974,681800,29729993
SK,SLOVAKIA,0,0,48750,2080392
SI,SLOVENIA,49500,2171515,457500,18573109
SO,SOMALIA,0,0,8006,832216
ZA,SOUTH AFRICA,34000,1586363,2681525,113170454
ES,SPAIN,0,0,146250,6477158
LK,SRI LANKA,96600,4264909,792425,36468949
SD,SUDAN,0,0,13500,650878
SE,SWEDEN,0,0,116950,6905016
CH,SWITZERLAND,0,0,200,8319
TW,"TAIWAN, PROVINCE OF CHINA",72500,4607125,407350,21526645
TZ,TANZANIA UNITED REPUBLIC OF,0,0,95900,4271461
TG,TOGO,306000,11868860,2394000,93114037
TR,TÜRKIYE,13500,673754,722575,38237688
UA,UKRAINE,51000,2191348,656400,29959007
AE,UNITED ARAB EMIRATES,112100,5444428,1967700,89605151
GB,UNITED KINGDOM,0,0,83000,3590727
US,UNITED STATES,0,0,50,1974
UY,URUGUAY,12000,513304,22000,931816
VN,VIETNAM,2026850,90153107,14030885,635053125
YE,YEMEN,0,0,35300,1665441
SUM,SUM,23786055,1058318332,203145358,8962239187
