"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2022', 'Quantity')","('Apr 2022', 'FOB (Baht)')","('Jan - Apr 2022', 'Quantity')","('Jan - Apr 2022', 'FOB (Baht)')"
AU,AUSTRALIA,17880,1711966,51980,4877157
CN,CHINA,10900,1102915,91400,6823686
IN,INDIA,2025,203579,4025,376555
ID,INDONESIA,0,0,414,336717
LA,LAO PDR,205,24597,3043,334065
MY,MALAYSIA,0,0,1000,65515
NZ,NEW ZEALAND,100,7264,100,7264
SG,SINGAPORE,3000,461143,7000,1065106
TW,"TAIWAN, PROVINCE OF CHINA",36000,1371202,36000,1371202
VN,VIETNAM,0,0,1000,91933
SUM,SUM,70110,4882666,195962,15349200
