"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2021', 'Quantity')","('May 2021', 'FOB (Baht)')","('Jan - May 2021', 'Quantity')","('Jan - May 2021', 'FOB (Baht)')"
AR,ARGENTINA,24000,1479258,323150,23181263
AU,AUSTRALIA,42860,2027929,265940,17709854
BD,BANGLADESH,0,0,171000,6837812
BR,BRAZIL,0,0,2000,105216
KH,CAMBODIA,2500,107960,27100,1182139
CN,CHINA,5656955,95586055,29811548,500411768
DK,DENMARK,0,0,10000,545000
FJ,FIJI,0,0,17850,735910
DE,GERMANY,0,0,13000,46597
GH,GHANA,13500,104638,13500,104638
HK,HONG KONG,356,24579,235556,1816495
IN,INDIA,59600,3162997,1075375,29295283
ID,INDONESIA,218710,9922945,708365,30005507
IT,ITALY,0,0,15,7680
JP,JAPAN,332,33116,604906,22514141
KR,"KOREA,REPUBLIC OF",0,0,4588,313294
LA,LAO PDR,500,194704,43550,2737632
MY,MALAYSIA,50025,3755458,292069,27329692
MU,MAURITIUS,1000,156541,1000,156541
MM,MYANMAR,0,0,2500,226500
NP,NEPAL,0,0,24100,3525851
NZ,NEW ZEALAND,5580,472515,62155,4920174
PK,PAKISTAN,5000,389099,107825,6751425
PH,PHILIPPINES,4880,401343,157280,7615643
PL,POLAND,0,0,104,177877
SG,SINGAPORE,17700,1737057,71275,7343500
SK,SLOVAKIA,0,0,101,9731
SI,SLOVENIA,69170,2228966,690720,21408288
ZA,SOUTH AFRICA,1050,70404,23715,1810293
LK,SRI LANKA,16500,470562,101500,2684180
TW,"TAIWAN, PROVINCE OF CHINA",128000,5265799,610250,24896389
TR,TÜRKIYE,0,0,12000,658988
AE,UNITED ARAB EMIRATES,0,0,11350,732779
GB,UNITED KINGDOM,0,0,10,298
US,UNITED STATES,0,0,3602,1105028
UY,URUGUAY,0,0,600,98018
VN,VIETNAM,33336,2910828,422787,34436194
SUM,SUM,6351554,130502753,35922386,783437618
