"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2021', 'Quantity')","('May 2021', 'FOB (Baht)')","('Jan - May 2021', 'Quantity')","('Jan - May 2021', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,11,201
CN,CHINA,0,0,133200,1396719
JP,JAPAN,0,0,125,6679
PG,PAPUA NEW GUINEA,0,0,62,19636
SG,SINGAPORE,0,0,0,50
TR,TÜRKIYE,0,0,49800,3688134
US,UNITED STATES,0,0,37000,2775034
VN,VIETNAM,76000,4731035,324000,18558203
SUM,SUM,76000,4731035,544198,26444656
