"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2018', 'Quantity')","('Jun 2018', 'FOB (Baht)')","('Jan - Jun 2018', 'Quantity')","('Jan - Jun 2018', 'FOB (Baht)')"
BE,BELGIUM,55,15200,55,15200
ID,INDONESIA,0,0,5001,437414
JP,JAPAN,0,0,2500,114579
MY,MALAYSIA,0,0,28002,1792282
MM,MYANMAR,0,0,3,16897
PH,PHILIPPINES,0,0,11,58541
ZA,SOUTH AFRICA,12000,619224,56250,3744836
VN,VIETNAM,0,0,925,444623
SUM,SUM,12055,634424,92747,6624372
