"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2018', 'Quantity')","('Nov 2018', 'FOB (Baht)')","('Jan - Nov 2018', 'Quantity')","('Jan - Nov 2018', 'FOB (Baht)')"
CN,CHINA,0,0,104625,10739102
HK,HONG KONG,0,0,7000,431863
IN,INDIA,0,0,38500,4007085
ID,INDONESIA,13000,1899451,205450,29191850
JP,JAPAN,6650,423245,26722,2113189
KR,"KOREA,REPUBLIC OF",48000,4750962,351400,33944574
LA,LAO PDR,11000,492000,174103,8187025
PK,PAKISTAN,1500,132375,13500,1184815
PH,PHILIPPINES,18000,1091343,153300,8929365
ZA,SOUTH AFRICA,0,0,39200,2843772
TW,"TAIWAN, PROVINCE OF CHINA",0,0,12600,1459033
US,UNITED STATES,0,0,30500,1748181
VN,VIETNAM,56000,3061918,532000,28905613
SUM,SUM,154150,11851294,1688900,133685467
