"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2013', 'Quantity')","('Feb 2013', 'FOB (Baht)')","('Jan - Feb 2013', 'Quantity')","('Jan - Feb 2013', 'FOB (Baht)')"
AU,AUSTRALIA,120000,6418281,265000,13736721
BD,BANGLADESH,153000,6176080,340000,14591997
CN,CHINA,6688125,324538699,11079125,542705121
IN,INDIA,656000,31050236,2416000,112316511
ID,INDONESIA,117100,5513197,237300,11225193
JP,JAPAN,200,17584,200,17584
KR,"KOREA,REPUBLIC OF",100,12482,100,12482
MY,MALAYSIA,16000,815207,49000,2424516
PK,PAKISTAN,102000,4879429,289000,13689622
SG,SINGAPORE,0,0,50,14993
LK,SRI LANKA,0,0,51000,2399384
VN,VIETNAM,0,0,34200,1603143
SUM,SUM,7852525,379421195,14760975,714737267
