"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2018', 'Quantity')","('Sept 2018', 'FOB (Baht)')","('Jan - Sept 2018', 'Quantity')","('Jan - Sept 2018', 'FOB (Baht)')"
AU,AUSTRALIA,643600,29483665,10443890,445528144
AT,AUSTRIA,75,3896,75,3896
BD,BANGLADESH,816000,35420441,7778550,335154986
BR,BRAZIL,0,0,275000,11111748
KH,CAMBODIA,90000,4145581,304975,14627123
CM,CAMEROON,0,0,34000,1485047
CN,CHINA,5510015,231037722,52331276,2173020353
CD,"CONGO, THE DEMOCRATIC REPUBLIC OF THE",0,0,48000,2185485
CI,COTE D IVOIRE,0,0,119000,4996950
DK,DENMARK,1,67072,1,67072
DO,DOMINICAN REPUBLIC,0,0,24000,1034407
EC,ECUADOR,0,0,306000,13873263
EG,EGYPT,0,0,408000,16973042
FJ,FIJI,17000,763827,17000,763827
GE,GEORGIA,0,0,48000,1951492
DE,GERMANY,0,0,2025,95967
GH,GHANA,0,0,136000,5505858
HK,HONG KONG,10,327,513698,21778542
IN,INDIA,861300,34425401,17785351,695817967
ID,INDONESIA,1636925,79518735,13677502,629795994
IL,ISRAEL,51000,2359898,606000,27313345
IT,ITALY,0,0,6575,163859
JP,JAPAN,306975,15526523,4626914,215574318
KE,KENYA,0,0,408000,17023467
KR,"KOREA,REPUBLIC OF",12400,596900,36800,1740311
LA,LAO PDR,0,0,120000,5109001
MY,MALAYSIA,256799,5098925,3729026,65950927
MU,MAURITIUS,0,0,17000,761926
MM,MYANMAR,0,0,472445,19087586
NL,NETHERLANDS,0,0,13000,579243
NZ,NEW ZEALAND,45000,2138531,255125,11619049
NG,NIGERIA,136000,5966122,935000,39942152
OM,OMAN,0,0,442000,18402464
PK,PAKISTAN,183025,7416712,7708330,305112083
PH,PHILIPPINES,863475,38983582,6888475,296538121
SG,SINGAPORE,34000,1448448,470575,19673798
ZA,SOUTH AFRICA,36700,1956695,278675,14117745
LK,SRI LANKA,34000,1539986,643000,28246201
TW,"TAIWAN, PROVINCE OF CHINA",66000,3119195,362350,16404186
TZ,TANZANIA UNITED REPUBLIC OF,66000,2938759,262500,11292811
TR,TÜRKIYE,9025,644310,142200,6595059
AE,UNITED ARAB EMIRATES,0,0,1624250,59212482
US,UNITED STATES,20925,1006324,79675,3970032
VN,VIETNAM,907800,41065283,10842300,463040621
ZM,ZAMBIA,34000,1611663,85000,3853388
SUM,SUM,12638050,548284523,145307558,6027095338
