"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2012', 'Quantity')","('Sept 2012', 'FOB (Baht)')","('Jan - Sept 2012', 'Quantity')","('Jan - Sept 2012', 'FOB (Baht)')"
AU,AUSTRALIA,162610,10544884,1859235,118796221
AT,AUSTRIA,0,0,1030,38200
BD,BANGLADESH,79200,3887457,1504900,79939602
CN,CHINA,10248300,542390113,86226150,4559282370
DJ,DJIBOUTI,0,0,102000,3039229
ET,ETHIOPIA,51000,1524193,220000,6585217
FJ,FIJI,0,0,12750,688225
DE,GERMANY,0,0,2350,99570
GH,GHANA,33075,866846,33075,866846
HK,HONG KONG,205002,7414859,2686970,129623365
IN,INDIA,547400,30097968,7721200,425170080
ID,INDONESIA,1167410,55472449,12686985,599920360
JP,JAPAN,1748750,111313925,17439668,1047530598
KE,KENYA,0,0,17000,447886
KR,"KOREA,REPUBLIC OF",1261000,72735220,14377615,854896246
LA,LAO PDR,27000,814500,274650,9010635
LB,LEBANON,0,0,1500,188605
MY,MALAYSIA,3509895,155747778,29457831,1305721150
ML,MALI,0,0,16000,292764
MU,MAURITIUS,34000,901697,101350,2849823
MM,MYANMAR,340,12600,4885,302844
NZ,NEW ZEALAND,8800,583850,172881,15469219
PK,PAKISTAN,2000,253972,16300,1131886
PG,PAPUA NEW GUINEA,2000,177219,2000,177219
PE,PERU,0,0,288000,11706642
PH,PHILIPPINES,1486550,64512399,10361562,448790784
RU,RUSSIAN FEDERATION,347,67098,347,67098
SA,SAUDI ARABIA,0,0,2950,367758
SG,SINGAPORE,19803,1321239,2134662,128129444
LK,SRI LANKA,19825,1116232,88025,5228038
TW,"TAIWAN, PROVINCE OF CHINA",259008,13575895,3688509,193492237
TZ,TANZANIA UNITED REPUBLIC OF,17000,519802,17000,519802
TR,TÜRKIYE,0,0,16000,634086
AE,UNITED ARAB EMIRATES,0,0,25000,2719322
GB,UNITED KINGDOM,0,0,168,4450
US,UNITED STATES,36000,575089,160209,3045934
VN,VIETNAM,110250,6095954,1051663,63366086
SUM,SUM,21036565,1082523238,192772420,10020139841
