"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2014', 'Quantity')","('May 2014', 'FOB (Baht)')","('Jan - May 2014', 'Quantity')","('Jan - May 2014', 'FOB (Baht)')"
ID,INDONESIA,0,0,16950,844093
JP,JAPAN,0,0,1906,226653
VN,VIETNAM,0,0,8000,623281
SUM,SUM,0,0,26856,1694027
