"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2014', 'Quantity')","('Jun 2014', 'FOB (Baht)')","('Jan - Jun 2014', 'Quantity')","('Jan - Jun 2014', 'FOB (Baht)')"
CN,CHINA,0,0,344500,9517309
FR,FRANCE,0,0,5,326
DE,GERMANY,0,0,169,3745
HK,HONG KONG,70,9605,175,12806
IN,INDIA,64000,1961629,157550,4832620
ID,INDONESIA,0,0,6400,519196
MM,MYANMAR,0,0,500,7200
PH,PHILIPPINES,0,0,18225,562127
VU,VANUATU,101,31500,101,31500
SUM,SUM,64171,2002734,527625,15486829
