"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2023', 'Quantity')","('Mar 2023', 'FOB (Baht)')","('Jan - Mar 2023', 'Quantity')","('Jan - Mar 2023', 'FOB (Baht)')"
AU,AUSTRALIA,1000,105513,1000,105513
BD,BANGLADESH,318000,19441225,522000,31653807
CN,CHINA,5345900,391718090,22099400,1507432807
IN,INDIA,370000,27622734,2567400,162461814
ID,INDONESIA,174000,14236782,238000,19425025
MY,MALAYSIA,64000,5548244,80125,7507008
SG,SINGAPORE,0,0,400,29835
TW,"TAIWAN, PROVINCE OF CHINA",0,0,300,39645
VN,VIETNAM,238,35352,192238,15421329
SUM,SUM,6273138,458707940,25700863,1744076783
