"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2013', 'Quantity')","('Mar 2013', 'FOB (Baht)')","('Jan - Mar 2013', 'Quantity')","('Jan - Mar 2013', 'FOB (Baht)')"
CN,CHINA,6100,377752,8650,546108
FR,FRANCE,2,59,2,59
ID,INDONESIA,33000,2301211,216150,14658492
JP,JAPAN,8000,552459,13050,1008856
KR,"KOREA,REPUBLIC OF",1000,59072,1100,91460
MY,MALAYSIA,42000,2742339,140100,9077801
SG,SINGAPORE,0,14,1,102
TW,"TAIWAN, PROVINCE OF CHINA",0,0,750,32194
US,UNITED STATES,0,0,4,118
VN,VIETNAM,0,0,400,69410
SUM,SUM,90102,6032906,380207,25484600
