"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2021', 'Quantity')","('Jun 2021', 'FOB (Baht)')","('Jan - Jun 2021', 'Quantity')","('Jan - Jun 2021', 'FOB (Baht)')"
CN,CHINA,308960,4391809,573560,5837890
DE,GERMANY,0,0,890,86338
HK,HONG KONG,0,0,26,31
IN,INDIA,1000,284720,1000,284720
ID,INDONESIA,0,0,0,31
LA,LAO PDR,16000,660728,68092,2839725
MY,MALAYSIA,0,0,3,666
NL,NETHERLANDS,0,0,11,1785
SG,SINGAPORE,0,0,95,1311
ES,SPAIN,0,0,110,10780
US,UNITED STATES,0,0,21,2713
VN,VIETNAM,25,590,25,590
SUM,SUM,325985,5337847,643833,9066580
