"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2016', 'Quantity')","('Jun 2016', 'FOB (Baht)')","('Jan - Jun 2016', 'Quantity')","('Jan - Jun 2016', 'FOB (Baht)')"
DE,GERMANY,26,3961,26,3961
JP,JAPAN,1250,109742,2250,158407
MY,MALAYSIA,14000,808200,112000,6711440
MM,MYANMAR,0,0,2,5890
ZA,SOUTH AFRICA,6000,404278,6000,404278
VN,VIETNAM,0,31896,3050,766493
SUM,SUM,21276,1358077,123328,8050469
