"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2012', 'Quantity')","('May 2012', 'FOB (Baht)')","('Jan - May 2012', 'Quantity')","('Jan - May 2012', 'FOB (Baht)')"
AU,AUSTRALIA,358800,21684869,1257470,82794387
AT,AUSTRIA,0,0,1030,38200
BD,BANGLADESH,178200,9669146,1247500,66092131
CN,CHINA,5857174,330713008,44638166,2397199025
DJ,DJIBOUTI,0,0,102000,3039229
FJ,FIJI,0,0,12750,688225
DE,GERMANY,0,0,2345,99477
HK,HONG KONG,317026,19400908,1620934,82593355
IN,INDIA,787000,46671874,5074050,284090410
ID,INDONESIA,1267850,64413835,7829356,376934145
JP,JAPAN,2885132,160301578,8276203,492671677
KE,KENYA,0,0,17000,447886
KR,"KOREA,REPUBLIC OF",2141400,128052523,8791990,525374424
LA,LAO PDR,25000,1124500,243150,8042135
LB,LEBANON,0,0,1500,188605
MY,MALAYSIA,1995750,98641189,13119975,605156817
ML,MALI,0,0,16000,292764
MU,MAURITIUS,17000,432172,33250,1016938
MM,MYANMAR,200,15000,3185,71940
NZ,NEW ZEALAND,37800,3363861,98525,9395406
PK,PAKISTAN,0,0,8800,505360
PE,PERU,0,0,288000,11706642
PH,PHILIPPINES,901350,42752299,5195945,229623143
SA,SAUDI ARABIA,0,0,2950,367758
SG,SINGAPORE,540600,30106547,1423284,86018791
LK,SRI LANKA,0,0,28600,1743050
TW,"TAIWAN, PROVINCE OF CHINA",531910,29291155,2245679,120241285
TR,TÜRKIYE,0,0,16000,634086
GB,UNITED KINGDOM,0,0,3,4396
US,UNITED STATES,5,918,5,918
VN,VIETNAM,162550,9681953,426563,26222658
SUM,SUM,18004747,996317335,102022208,5413295263
