"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2018', 'Quantity')","('Mar 2018', 'FOB (Baht)')","('Jan - Mar 2018', 'Quantity')","('Jan - Mar 2018', 'FOB (Baht)')"
AU,AUSTRALIA,104940,7413493,237635,17548268
AT,AUSTRIA,0,0,78,31860
BD,BANGLADESH,23750,1585557,46600,2545722
KH,CAMBODIA,19000,781771,19000,781771
CN,CHINA,11970135,218784075,30596397,566952890
FJ,FIJI,0,0,15600,715603
GE,GEORGIA,0,0,100,14041
HK,HONG KONG,77200,3589150,77200,3589150
IN,INDIA,603500,19868314,1278925,41544382
ID,INDONESIA,119625,6638635,287277,14368094
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,3750,283795
IE,IRELAND,0,0,800,140563
IL,ISRAEL,0,0,500,83761
JP,JAPAN,321676,13881370,818904,35436850
KR,"KOREA,REPUBLIC OF",100,4325,1565,27936
LA,LAO PDR,0,0,5700,284472
MY,MALAYSIA,78577,5532138,165452,11102876
MU,MAURITIUS,1000,160396,1500,243907
MX,MEXICO,8200,734541,8200,734541
MM,MYANMAR,30100,1357439,42100,1886637
NZ,NEW ZEALAND,0,0,24235,1803679
PH,PHILIPPINES,49500,1986809,49500,1986809
PT,PORTUGAL,300,43951,300,43951
RU,RUSSIAN FEDERATION,0,0,300,54998
SG,SINGAPORE,7375,562473,7834,590733
ES,SPAIN,0,0,7,63
TW,"TAIWAN, PROVINCE OF CHINA",96000,3826688,312025,14228558
TR,TÜRKIYE,0,0,12000,2049717
UA,UKRAINE,0,0,200,28448
AE,UNITED ARAB EMIRATES,0,0,1000,145397
US,UNITED STATES,0,0,2,779
UY,URUGUAY,0,0,50,6258
VN,VIETNAM,47799,2221923,137349,7931394
SUM,SUM,13558777,288973048,34152085,727187903
