"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2019', 'Quantity')","('Oct 2019', 'FOB (Baht)')","('Jan - Oct 2019', 'Quantity')","('Jan - Oct 2019', 'FOB (Baht)')"
CN,CHINA,413030,7241797,1479914,28397657
DE,GERMANY,0,0,126,12348
HK,HONG KONG,0,0,6,14976
ID,INDONESIA,0,0,5,2919
JP,JAPAN,0,0,1,31
LA,LAO PDR,5500,176519,54300,2013092
NZ,NEW ZEALAND,0,0,33,14386
SG,SINGAPORE,0,0,2202,122166
ES,SPAIN,0,0,130,12740
AE,UNITED ARAB EMIRATES,0,0,2,123
US,UNITED STATES,0,0,54,3120
VN,VIETNAM,50,2286,403,45280
SUM,SUM,418580,7420602,1537176,30638838
