"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2016', 'Quantity')","('Jun 2016', 'FOB (Baht)')","('Jan - Jun 2016', 'Quantity')","('Jan - Jun 2016', 'FOB (Baht)')"
IN,INDIA,0,0,400,41187
MM,MYANMAR,0,0,1010,71153
SUM,SUM,0,0,1410,112340
